	Cont_1	Cont_2	SFN_1	SFN_2	NRF2KO-SFN_1	NRF2KO-SFN_2
SERPINA11	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0
SERPINA13P	0	0	0	0	0	0
SERPINA2	0	0	0	0	0	0
SERPINA3	2	0	0	0	0	0
SERPINA4	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0
SERPINB1	494	410	442	402	323	344
SERPINB10	0	0	2	0	0	1
SERPINB11	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0
SERPINB2	2594	2403	3032	2593	530	437
SERPINB3	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0
SERPINB5	0	0	0	0	0	0
SERPINB6	1946	1816	2338	1710	1602	1602
SERPINB7	381	364	405	309	175	156
SERPINB8	537	508	1027	786	476	413
SERPINB9	0	0	0	0	0	0
SERPINB9P1	2	17	18	11	18	8
SERPINC1	0	0	1	6	0	0
SERPIND1	10	8	8	15	6	8
SERPINE1	22660	22526	32621	25430	14208	13119
SERPINE2	12790	12293	16272	12803	7254	7275
SERPINE3	0	0	0	0	0	0
SERPINF1	2	11	5	7	1	4
SERPINF2	0	1	4	4	1	4
SERPING1	0	0	0	0	0	0
SERPINH1	1405	1422	2310	1696	1705	1673
SERPINI1	134	141	172	131	82	75
SERPINI2	1	0	1	1	0	0
SERTAD1	599	581	1526	1240	879	810
SERTAD2	1883	1820	2673	2317	1535	1244
SERTAD3	423	367	673	495	419	366
SERTAD4	76	101	107	72	115	108
SERTAD4-AS1	73	63	99	57	66	77
SERTM1	0	0	0	0	0	0
SESN1	313	329	325	283	279	305
SESN2	469	442	756	611	484	450
SESN3	0	3	1	0	0	2
SESTD1	504	495	616	507	330	330
SET	9916	9860	10837	8483	8927	8704
SETBP1	54	81	98	63	69	79
SETD1A	1343	1364	1656	1334	1389	1394
SETD1B	772	806	1131	1007	1092	1173
SETD2	1156	1254	1507	1244	1308	1207
SETD3	579	591	848	687	596	550
SETD4	362	324	378	312	290	289
SETD5	2723	2695	3546	2886	2758	2586
SETD6	243.29	209.77	125.5	117.58	131.62	116.72
SETD7	1792	1826	2417	1995	1786	1684
SETD8	1427	1347	2165	1763	1741	1562
SETD9	150	101	123	96	105	81
SETDB1	524	430	551	456	422	475
SETDB2	169	178	184	120	140	135
SETMAR	174	175	180	131	109	108
SETSIP	0	0	0	0	0	0
SETX	2259	2174	3527	3067	2416	2327
SEZ6	4	1	2	0	4	1
SEZ6L	0	0	0	0	0	0
SEZ6L2	1063	971	1674	1175	1123	1054
SF1	4127	4197	5509	4466	4177	4152
SF3A1	3037.94	3067.96	3864.98	3121	2979.96	2959.93
SF3A2	2028	2049	2596	2144	2243	2205
SF3A3	3319	3551	3902	3004	2724	2700
SF3B1	7077	7091	9223	7528	6492	6185
SF3B2	4745	4749	5622	4288	3866	3820
SF3B3	5903	5924	6934	5602	5481	5567
SF3B4	2191	2255	2984	2506	2198	2116
SF3B5	1508	1428	1894	1665	1458	1392
SF3B6	1982	1991	2497	2038	1778	1706
SFI1	600	517	434	293	351	352
SFMBT1	206	157	228	208	189	156
SFMBT2	162	196	118	131	117	139
SFN	549	496	709	460	382	381
SFPQ	7521	7162	14716	12162	11436	11271
SFR1	187	174	161	115	97	73
SFRP1	32435	30984	35601	29124	33656	32767
SFRP2	0	0	0	0	0	0
SFRP4	0	0	0	0	0	0
SFRP5	0	3	0	2	1	1
SFSWAP	1120	979	1254	1068	1047	1071
SFT2D1	854	691	1021	853	696	717
SFT2D2	147	121	116	77	103	87
SFT2D3	249	230	351	232	297	335
SFTA1P	44	58	68	30	17	25
SFTA2	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0
SFTPB	0	4	2	1	0	1
SFTPC	0	0	0	0	0	0
SFTPD	0	0	0	0	0	0
SFXN1	1786	1710	1986	1576	1374	1295
SFXN2	385	283	254	177	197	236
SFXN3	1276	1362	1418	1075	1014	949
SFXN4	277	273	339	262	247	226
SFXN5	214	181	222	137	165	139
SGCA	1	0	1	1	2	1
SGCB	1068	999	959	734	658	726
SGCD	0	0	0	0	0	0
SGCE	631	565	838	647	404	470
SGCG	0	0	3	2	4	4
SGCZ	0	0	0	0	0	0
SGIP1	336	298	363	252	171	172
SGK1	2022	2010	4415	3781	2995	2245
SGK2	12	3	10	12	8	19
SGK223	137	108	95	67	90	86
SGK3	160.23	170	92.65	70.34	54.91	44.83
SGK494	205	160	110	92	88	96
SGMS1	493	470	621	529	358	360
SGMS1-AS1	13	11	11	1	1	2
SGMS2	842	949	1243.9	936	751	639.64
SGOL1	428	461	465	367	394	391
SGOL1-AS1	0	0	0	0	0	0
SGOL2	1241	1385	1238	1065	1013	1027
SGPL1	840	790	1047	929	743	776
SGPP1	1083	1205	1411	1163	966	930
SGPP2	9	6	0	1	5	1
SGSH	873	830	1026	788	911	906
SGSM1	0	0	3	1	1	0
SGSM2	1112	1149	1233	934	862	874
SGSM3	710	507	735	524	478	486
SGTA	4057	4049	5557	4572	4339	4286
SGTB	672	612.84	729	614	374	356
SH2B1	1005	910	1340	1164	948	1063
SH2B2	3	10	18	12	17	10
SH2B3	1673	1736	2553	2099	2128	1813
SH2D1A	0	0	0	0	0	0
SH2D1B	0	0	0	0	0	0
SH2D2A	2	8	1	3	1	0
SH2D3A	25	28	11	15	16	19
SH2D3C	0	0	0	0	0	1
SH2D4A	1657	1617	1292	1030	1121	1105
SH2D4B	0	0	1	0	2	2
SH2D5	860	791	766	616	535	498
SH2D6	0	0	0	0	0	0
SH2D7	0	0	0	0	0	0
SH3BGR	10	23	23	11	16	12
SH3BGRL	1014	886	1065	792	663	623
SH3BGRL2	298	298	327	235	223	216
SH3BGRL3	2974	2781	4195	3706	3033	2870
SH3BP1	435	414	520	491	403	390
SH3BP2	2793	2911	2689	2120	2233	2271
SH3BP4	4720	4794	4281	3437	3626	3596
SH3BP5	494.23	499.89	629.88	495.3	475.68	425.1
SH3BP5-AS1	201.77	254.11	230.12	197.7	180.32	166.9
SH3BP5L	1301	1089	2654	2161	1243	1258
SH3D19	546	553	507	451	363	365
SH3D21	280	233	167	141	152	128
SH3GL1	4571	4746	6320	5009	4645	4498
SH3GL1P1	17	12	48	32	25	22
SH3GL1P2	5	10	13	8	8	8
SH3GL2	0	0	1	0	0	0
SH3GL3	31	18	17	4	6	11
SH3GLB1	2287	2229	3087	2470	1969	1916
SH3GLB2	858	787	906	648	752	776
SH3KBP1	1664	1482	1918	1701	1323	1277
SH3PXD2A	1148	1215	1545	1218	1050	1088
SH3PXD2A-AS1	0	0	0	2	0	2
SH3PXD2B	193	192	147	112	77	82
SH3RF1	1838	1939	3858	3242	2409	2247
SH3RF2	748	726	922	702	727	695
SH3RF3	316.39	262.59	361.69	275.96	212.94	282.21
SH3RF3-AS1	119.61	112.41	93.31	75.04	83.06	105.79
SH3TC1	295	315	823	617	409	435
SH3TC2	110	124	182	95	101	88
SH3YL1	282	232	393	272	270	254
SHANK1	210	174	605	567	293	293
SHANK2	179	228	173	166	192	202
SHANK2-AS1	0	2	1	0	0	0
SHANK2-AS3	0	0	0	0	0	0
SHANK3	47	95	85	65	37	55
SHARPIN	854	789	974	790	722	691
SHB	1348	1337	1610	1236	1191	1228
SHBG	1	2	10	4	3	3
SHC1	10543	10092	17617	14255	11133	10891
SHC2	10	7	7	9	11	4
SHC3	1063	959	644	544	775	746
SHC4	6	25	24	8	10	11
SHCBP1	2347	2181	2873	2381	1972	1901
SHCBP1L	0	0	0	0	0	0
SHD	0	0	0	0	0	0
SHE	0	0	0	0	0	0
SHF	18	37	22	18	46	32
SHFM1	1755	1390	1749	1524	1515	1518
SHH	0	0	0	0	0	0
SHISA2	441	422	212	144	211	202
SHISA3	11	17	12	5	14	7
SHISA4	186	188	249	184	202	192
SHISA5	1069	1039	1753	1367	1011	1022
SHISA6	0	0	0	0	0	0
SHISA7	8	2	7	4	2	3
SHISA8	0	0	0	0	0	0
SHISA9	0	0	0	0	0	0
SHKBP1	1221	1272	1679	1203	1180	1131
SHMT1	682.14	641.07	609.41	482.4	516.91	483
SHMT2	4307	3971	5320	4082	3845	3762
SHOC2	1154	1207	1663	1329	912	1047
SHOX	0	0	0	0	0	0
SHOX2	81	78	93	71	53	60
SHPK	714	582	807	624	618	564
SHPRH	530.71	591.45	500.81	523.95	495.75	466.69
SHQ1	297	331	293	278	212	212
SHROOM1	302	279	295	215	215	216
SHROOM2	113	118	90	81	98	111
SHROOM3	867	883	695	565	693	707
SHROOM4	0	0	0	0	0	0
SHTN1	569	577	314	322	240	243
SI	0	0	2	0	0	0
SIAE	287	203	290	272	151	168
SIAH1	341.17	347.63	485.15	374.67	331.79	302.17
SIAH2	611	575	1041	742	642	645
SIAH3	0	0	0	0	0	0
SIDT1	0	0	0	2	2	1
SIDT2	373	323	522	366	362	369
SIGIRR	143	168	121	92	121	117
SIGLEC1	0	2	0	0	0	0
SIGLEC10	0	0	0	0	0	0
SIGLEC11	0	0	0	0	0	1
SIGLEC12	0	0	0	0	0	0
SIGLEC14	0	1	1	0	0	0
SIGLEC15	85	97	137	144	154	111
SIGLEC16	1	4	0	0	0	3
SIGLEC17P	0	0	0	0	0	0
SIGLEC5	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	0
SIGLEC9	0	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0
SIGMAR1	4095	4123	4888	3776	3590	3524
SIK1	704	640	1672	1250	944	845
SIK2	1159	1245	1251	1096	1115	1157
SIK3	539	525	708	588	612	562
SIKE1	1371	1413	1546	1284	1224	1111
SIL1	837	718	1189	928	687	688
SIM1	19	27	15	21	11	27
SIM2	341	359	352	337	352	310
SIMC1	193	220.97	280	209	172	169.99
SIN3A	1335	1539	1491	1267	1430	1241
SIN3B	2372	2138	2655	2224	2114	2145
SIPA1	991	999	948	680	631	663
SIPA1L1	1474	1346	1391	1056	1114	1067
SIPA1L2	512	490	307	180	284	255
SIPA1L3	2713	2539	3495	3038	3243	3079
SIRPA	656.88	738.31	1028.89	769.73	711.83	700.87
SIRPB1	73.12	73.69	65.11	74.27	22.17	26.13
SIRPB2	0	0	0	0	0	1
SIRPD	0	0	0	0	0	0
SIRPG	0	8	4	3	1	0
SIRPG-AS1	0	0	2	0	0	0
SIRT1	835	860	1231	1011	894	879
SIRT2	448	582	579	521	367	393
SIRT3	254	218	239	206	218	215
SIRT4	29	17	25	15	15	13
SIRT5	260	254	296	254	259	257
SIRT6	492	561	899	667	614	522
SIRT7	788	682	1140	903	675	670
SIT1	0	4	0	0	0	0
SIVA1	612	564	670	452	486	438
SIX1	293	280	221	228	202	209
SIX2	63	54	48	28	33	34
SIX3	1	0	0	3	0	0
SIX3-AS1	0	0	0	0	0	0
SIX4	452	466	854	587	514	443
SIX5	365	420	669	460	577	581
SIX6	0	0	0	0	1	0
SKA1	248	276	272	247	193	223
SKA2	1771	1710	1657	1401	1407	1347
SKA3	1089.73	1137.71	1200	963.19	776.49	817.62
SKAP1	1	5	2	1	3	1
SKAP2	1006	974	1091	918	696	683
SKI	2660	2837	3649	3115	3247	3022
SKIDA1	15	20	16	7	17	9
SKIL	1257	1305	988	822	949	883
SKINTL	0	0	0	0	0	0
SKIV2L	1448	1368	1621	1297	1078	1116
SKIV2L2	2456.12	2458.95	2886.9	2403.08	1940.04	1844.74
SKOR1	0	0	0	1	0	0
SKOR2	0	0	0	0	0	0
SKP1	4491	4292	5872	4347	3552	3386
SKP1P2	0	0	0	0	0	0
SKP2	1162	1163	1035	878	1028	1064
SLA	0	0	0	0	0	0
SLA2	5	0	1	4	4	2
SLAIN1	11	8	7	5	11	8
SLAIN2	1796	1836	2603	2051	1787	1695
SLAMF1	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0
SLAMF7	4	5	1	3	0	0
SLAMF8	5.35	8.55	2.82	6.22	1.43	4.7
SLAMF9	0	0	0	0	0	0
SLBP	4149	4046	4449	3447	2877	2849
SLC10A1	0	0	1	0	1	1
SLC10A2	0	0	0	0	1	0
SLC10A3	927	908	1303	977	820	835
SLC10A4	98	128	63	77	69	66
SLC10A5	1	0	1	3	2	3
SLC10A6	0	0	0	1	0	0
SLC10A7	311	296	264	232	128	135
SLC11A1	8	6	9	5	0	5
SLC11A2	808	737	813	673	601	591
SLC12A1	0	0	0	0	0	0
SLC12A2	442	418	446	297	317	326
SLC12A3	0	0	0	3	1	0
SLC12A4	1832	1784	2400	1949	1612	1744
SLC12A5	0	0	0	0	2	0
SLC12A6	892	843	1211	993.08	833.08	823.08
SLC12A7	600	542	623	577	450	461
SLC12A8	192	173	197	141	99	105
SLC12A9	817	776	890	655	680	660
SLC13A1	0	0	0	0	0	0
SLC13A2	0	0	0	0	0	0
SLC13A3	66	86	58	63	43	39
SLC13A4	2	4	3	0	0	2
SLC13A5	0	0	0	0	0	0
SLC14A1	0	0	0	2	0	1
SLC14A2	0	0	0	0	0	0
SLC14A2-AS1	0	0	0	0	0	0
SLC15A1	0	0	0	0	0	0
SLC15A2	50	22	36	17	13	14
SLC15A3	0	0	0	0	0	0
SLC15A4	508	416	612	442	485	451
SLC15A5	0	0	1	0	0	0
SLC16A1	3273	3456	3434	2898	2692	2633
SLC16A1-AS1	46	31	68	39	40	47
SLC16A10	4	2	3	4	2	0
SLC16A11	0	0	4	1	3	1
SLC16A12	18	32	19	29	8	5
SLC16A12-AS1	0	0	0	0	0	0
SLC16A13	55	45	47	50	48	48
SLC16A14	32	10	25	10	13	11
SLC16A2	283	300	306	281	132	129
SLC16A3	11066	10353	12452	9345	10795	10365
SLC16A4	222	178	173	132	114	122
SLC16A5	256	221	227	210	270	245
SLC16A6	70	76	146	107	44	32
SLC16A7	605	655	589	511	514	492
SLC16A8	3	5	6	10	5	4
SLC16A9	63	61	55	52	30	38
SLC17A1	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0
SLC17A5	545	538	600	482	338	240
SLC17A6	0	0	0	0	0	0
SLC17A7	0	4	0	0	2	2
SLC17A8	0	0	0	0	1	0
SLC17A9	0	0	1	2	0	2
SLC18A1	0	0	0	0	0	0
SLC18A2	185	105	221	155	181	134
SLC18A3	0	0	0	0	1	0
SLC18B1	273	297	282	215	128	133
SLC19A1	891	935	1026	730	925	801
SLC19A2	152	193	294	213	185	149
SLC19A3	8	16	6	9	0	3
SLC1A1	101	118	74	67	55	47
SLC1A2	0	2	0	0	1	0
SLC1A3	19	3	19	8	5	4
SLC1A4	275	262	258	229	214	203
SLC1A5	4570	4392	6073	4990	4700	4723
SLC1A6	0	0	0	0	0	0
SLC1A7	1	1	0	1	0	0
SLC20A1	3222	3079	4420	3504	2707	2368
SLC20A2	1537.74	1521.43	3045.54	2341.29	1577.7	1504.78
SLC22A1	9	6	10	7	7	8
SLC22A10	0	0	0	0	0	0
SLC22A11	0	0	0	0	0	0
SLC22A12	0	0	0	0	0	0
SLC22A13	1	2	2	0	0	0
SLC22A14	0	1	0	0	1	1
SLC22A15	4	0	0	0	0	0
SLC22A16	0	0	0	0	0	2
SLC22A17	22	4	5	3	9	10
SLC22A18	223	222	323	223	217	226
SLC22A18AS	43	28	48	41	53	25
SLC22A2	0	0	3	0	0	0
SLC22A20	4	0	3	1	4	2
SLC22A23	78	93	75	102	66	75
SLC22A24	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0
SLC22A3	40	59	34	21	32	18
SLC22A31	0	4	1	0	0	0
SLC22A4	66	62	69	43	47	45
SLC22A5	115	150	185	100	128	122
SLC22A6	0	0	0	0	0	0
SLC22A7	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0
SLC23A1	0	0	0	6	4	2
SLC23A2	1465	1536	1752	1429	1157	1231
SLC23A3	27	16	15	26	19	13
SLC24A1	240.15	222	247	189	300	261
SLC24A2	0	1	0	0	0	0
SLC24A3	0	0	0	0	0	0
SLC24A4	0	0	0	0	0	0
SLC24A5	0	0	0	0	0	0
SLC25A1	1210	1262	1546	1267	1102	1185
SLC25A10	1584	1478	1788	1416	1377	1439
SLC25A11	985	969	1150	852	791	783
SLC25A12	563	624	467	409	319	329
SLC25A13	722	645	647	488	448	483
SLC25A14	200	140	195	126	132	130
SLC25A15	459.81	466.82	446	349	397.93	466.99
SLC25A16	434	369	313	264	236	251
SLC25A17	1034	1090	1288	1012	857	787
SLC25A18	1	5	8	3	2	2
SLC25A19	539.1	499.69	576.72	464	398.55	398.33
SLC25A2	0	4	2	0	0	1
SLC25A20	145	160	205	168	106	141
SLC25A21	40.28	80.42	58.26	39.52	38.67	38.18
SLC25A21-AS1	59.72	77.58	40.74	41.48	37.33	43.82
SLC25A22	1077	1046.1	1314	948	889	845
SLC25A23	1593	1620	2175	1698	1888	1799
SLC25A24	2091	2174	2503	2035	1768	1665
SLC25A25	703	620	1099	824	705	634
SLC25A25-AS1	57	78	100	106	96	96
SLC25A26	180	117	210	148	138	129
SLC25A27	0	5	2	2	2	1
SLC25A28	451	410	524	374	319	329
SLC25A29	452	397	486	277	295	340
SLC25A3	10752	10925	13197	9759	8831	8722
SLC25A30	795	730	673	624	496	536
SLC25A30-AS1	0	0	0	0	0	0
SLC25A31	0	0	2	1	0	0
SLC25A32	512.39	544.52	723.51	603.14	427.07	411.13
SLC25A33	259	302	437	335	329	279
SLC25A34	12	9	43	24	12	27
SLC25A35	102.18	87.27	76.73	79.53	52.27	76.59
SLC25A36	1235	1295	1701	1390	1131	1072
SLC25A37	650	572	751	633	553	595
SLC25A38	361	406	618	470	373	369
SLC25A39	1983	1924	2694	2108	1723	1746
SLC25A3P1	0	0	0	0	0	0
SLC25A4	1448	1415	1040	870	985	864
SLC25A40	617	643	568	486	402	393
SLC25A41	0	0	0	1	1	0
SLC25A42	358	324	270	262	232	287
SLC25A43	254	262	272	201	155	139
SLC25A44	900	940	1252	938	890	811
SLC25A45	14	33	32	16	35	50
SLC25A46	1912	1905	2311	1803	1421	1429
SLC25A47	0	0	0	0	0	1
SLC25A48	0	0	0	0	0	0
SLC25A5	7094.99	6781.91	8650	6773.99	5823.99	5733.99
SLC25A5-AS1	19.01	40.09	37	11.01	20.01	25.01
SLC25A51	560	427	586	385	441	400
SLC25A51P1	0	0	0	0	0	0
SLC25A52	0	0	0	0	0	0
SLC25A53	8	8	2	0	6	2
SLC25A6	3833	3784	5527	4359	4402	4108
SLC26A1	194	155	112	93	133	139
SLC26A10	49.35	63.97	55.08	51.96	41.14	62.17
SLC26A11	542	439	655	520	446	488
SLC26A2	1022	1153	955	741	728	681
SLC26A3	0	0	0	0	0	0
SLC26A4	4	8	14	10	9	12
SLC26A4-AS1	1	0	1	1	1	1
SLC26A5	0	0	1	0	0	0
SLC26A6	235	188	172	144	126	124
SLC26A7	1	0	1	5	4	1
SLC26A8	0	0	1	1	0	0
SLC26A9	2	0	0	0	0	0
SLC27A1	257	255	262	201	188	185
SLC27A2	34	33	32	17	35	29
SLC27A3	50	42	31	33	25	29
SLC27A4	705	650	732	520	588	589
SLC27A5	171	107	162	104	114	101
SLC27A6	0	2	1	0	0	2
SLC28A1	0	0	1	0	0	0
SLC28A2	0	0	0	0	0	0
SLC28A3	68	58	45	24	24	17
SLC29A1	1655	1741	1776	1478	1189	1213
SLC29A2	5	26	18	13	18	24
SLC29A3	21	16	13	13	11	10
SLC29A4	79	70	95	82	100	109
SLC2A1	2895	2914	4664	3708	4175	3733
SLC2A1-AS1	9	8	3	10	8	4
SLC2A10	27	8	8	10	16	11
SLC2A11	106	120	100	102	91	80
SLC2A12	112	120	142	98	95	100
SLC2A13	153	179	140	100	100	68
SLC2A14	1	0	2	10.01	4	3
SLC2A2	0	0	0	0	1	0
SLC2A3	804	859	1996	1802.99	913	724
SLC2A4	1	2	0	0	2	1
SLC2A4RG	1597.55	1564.56	2127.44	1773.68	1826.59	1833.83
SLC2A5	1	5	1	0	0	0
SLC2A6	379	448	439	336	329	267
SLC2A7	0	0	0	0	0	0
SLC2A8	235	257	319	260	260	261
SLC2A9	0	0	0	0	0	0
SLC30A1	289	397	279	244	259	192
SLC30A10	0	0	0	0	0	0
SLC30A2	1	0	5	0	1	1
SLC30A3	0	4	0	1	0	1
SLC30A4	174	144	179	171	117	108
SLC30A5	1251	1294	1515	1197	1054	916
SLC30A6	1441	1246	1762	1420	1147	1005
SLC30A7	1169	1112	1626	1213	1008	954
SLC30A8	0	0	1	0	0	0
SLC30A9	1386	1336	1693	1379	1317	1257
SLC31A1	1380	1395	1618	1468	1057	1032
SLC31A2	155	168	185	170	100	107
SLC32A1	0	0	0	0	0	0
SLC33A1	1002	996	1534	1243	949	935
SLC34A1	0	0	0	0	0	0
SLC34A2	0	0	0	0	1	0
SLC34A3	3	1	4	2	5	8
SLC35A1	315	305	354	282	216	191
SLC35A2	816	918	1289	960	814	738
SLC35A3	706	675	870	631	542	444
SLC35A4	2088	2085	2953	2297	2062	2115
SLC35A5	689	694	672	586	499	459
SLC35B1	847	766	1146	866	752	713
SLC35B2	1583	1568	2335	1743	1662	1591
SLC35B3	519	576	802	594	477	450
SLC35B4	726	824	771	631	691	666
SLC35C1	459	486	791	594	499	454
SLC35C2	975	1001	1238	991	894	824
SLC35D1	716	774	1058	883	879	766
SLC35D2	277	256	348	267	235	229
SLC35D3	0	0	1	1	0	0
SLC35E1	2259	2314	3414	2592	2233	2104
SLC35E2	1242.2	1263.58	1314.63	974.78	1246.14	1149.52
SLC35E2B	1788.8	1768.42	2252.37	1761.22	1860.86	1756.48
SLC35E3	522	407	389	316	271	266
SLC35E4	240	174	329	240	203	190
SLC35F1	3	2	0	0	2	2
SLC35F2	1172	1096	1160	1009	961	869
SLC35F3	145	153	110	101	124	108
SLC35F4	0	0	0	0	0	0
SLC35F5	1830	1790	1958	1647	1460	1295
SLC35F6	606	699	959	726	764	684
SLC35G1	188	194	119	96	81	73
SLC35G2	165	161	261	175	88	79
SLC35G3	0	0	3	0	0	0
SLC35G4	0	0	0	0	0	0
SLC35G5	5	8	2	10	3	6
SLC35G6	10	4	14	5	5	11
SLC36A1	263	225	406	348	245	242
SLC36A2	0	0	0	0	0	0
SLC36A3	0	0	0	0	0	0
SLC36A4	698	710	663	615	545	446
SLC37A1	10	22	23	22	8	15
SLC37A2	197	178	251	173	143	122
SLC37A3	1040	1047	1345	1110	946	895
SLC37A4	532	516	611	436	525	468
SLC38A1	5201	4886	6237	5259	4287	4278
SLC38A10	2664	2770	2909	2278	2142	1928
SLC38A11	0	1	0	0	0	0
SLC38A2	10730	10346	11135	9550	7827	7053
SLC38A3	0	0	0	0	0	0
SLC38A4	10	3	2	0	0	1
SLC38A5	3	1	4	3	4	3
SLC38A6	167	192	192	192	106	125
SLC38A7	570	646	758	675	565	606
SLC38A8	0	0	0	0	0	0
SLC38A9	334	294	358	264	233	220
SLC39A1	2504	2490	2914	2421	2224	2129
SLC39A10	1606	1652	2138	1803	1701	1499
SLC39A11	432	379	546	454	399	425
SLC39A12	0	0	0	0	0	0
SLC39A12-AS1	0	0	0	0	0	0
SLC39A13	1266	1214	1546	1165	1108	1051
SLC39A14	6358	6479	8184	6460	5666	5259
SLC39A2	2	0	0	0	1	1
SLC39A3	1173	1177	1463	1005	1077	1044
SLC39A4	234	227	204	168	156	141
SLC39A5	3	0	1	0	0	2
SLC39A6	2381	2495	3237	2611	2266	2148
SLC39A7	4483	4256	6277	4766	3883	3905
SLC39A8	660	619	599	440	278	300
SLC39A9	2234	2412	3876	3033	2872	2881
SLC3A1	0	0	1.3	0	0	1.3
SLC3A2	3157	3221	6957	5618	3307	3302
SLC40A1	56	64	22	19	12	22
SLC41A1	1199	1328	1851	1541	1285	1344
SLC41A2	183	177	137	113	81	67
SLC41A3	379	416	495	406	342	345
SLC43A1	6	12	7	12	6	10
SLC43A2	328	369	433	366	415	438
SLC43A3	1499	1638	1460	1177	927	871
SLC44A1	3647	3573	3793	3056	3169	3190
SLC44A2	3308	3323	4744	3777	3237	3189
SLC44A3	1	11	15	11	6	5
SLC44A4	9	6	0	1	1	4
SLC44A5	0	0	0	0	1	1
SLC45A1	3	8	2	3	1	9
SLC45A2	6	0	2	7	2	4
SLC45A3	171	178	123	142	134	143
SLC45A4	478	509	776	550	523	499
SLC46A1	19.43	22.21	8.03	9.91	6.97	11.82
SLC46A2	13	1	2	0	3	2
SLC46A3	179	164	184	132	87	91
SLC47A1	0	3	2	2	0	3
SLC47A2	0	0	0	0	0	0
SLC48A1	456	501	429	310	291	294
SLC4A1	0	0	0	0	0	0
SLC4A10	1	0	0	0	0	0
SLC4A11	445	384	361	284	252	277
SLC4A1AP	889.23	892.39	1253.72	939.63	890.92	842.48
SLC4A2	4432	4450	5100	4322	4122	4370
SLC4A3	137	155	158	142	118	122
SLC4A4	79	81	53	35	43	48
SLC4A5	124	125	175	116	102	82
SLC4A7	2913	3059	3601	3207	2771	2530
SLC4A8	342	318	477	364	304	361
SLC4A9	0	0	0	0	2	0
SLC50A1	581	468	571	524	395	395
SLC51A	7	2	6	7	1	1
SLC51B	0	0	0	0	0	0
SLC52A1	0	3	1	0	0	3
SLC52A2	2404	2242	3763	2918	2503	2380
SLC52A3	0	0	0	0	0	0
SLC5A1	0	0	0	0	0	0
SLC5A10	0	7	0	3	2	1
SLC5A11	0	0	0	0	0	0
SLC5A12	0	0	0	0	0	0
SLC5A2	0	0	1.16	0	0	0
SLC5A3	3841.17	3885	4624	4258.42	4214	4101
SLC5A4	0	0	0	0	0	0
SLC5A5	0	0	2	0	0	1
SLC5A6	1302.67	1234.42	1138.65	924.71	995.63	1015.54
SLC5A7	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0
SLC5A9	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0
SLC6A1-AS1	0	0	0	0	0	0
SLC6A10P	0	0	0	0	0	0
SLC6A11	0	0	0	0	0	0
SLC6A12	2	0	10	5	4	1
SLC6A13	0	2	12	14	5	2
SLC6A14	0	0	0	0	0	0
SLC6A15	427	436	274	181	174	165
SLC6A16	1	0	0	2	0	1
SLC6A17	0	0	0	0	0	0
SLC6A18	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0
SLC6A2	0	0	0	0	0	0
SLC6A20	0	0	1	1	1	0
SLC6A3	0	0	0	0	1	0
SLC6A4	1	0	2	2	0	4
SLC6A5	0	0	0	0	0	0
SLC6A6	1441	1499	2776	2326	1365	1502
SLC6A7	2	0	2	0	1	0
SLC6A8	1014	948	1148	929	1021	1044
SLC6A9	51	81	64	46	51	52
SLC7A1	3250	3388	4358	3756	3791	3677
SLC7A10	0	0	0	0	0	0
SLC7A11	1092	992	7271	6514	469	843
SLC7A11-AS1	14	14	63	65	8	21
SLC7A13	0	0	0	0	0	0
SLC7A14	1	0	1	1	2	1
SLC7A2	259	223	98	89	87	105
SLC7A3	0	0	3	0	0	0
SLC7A4	0	0	3	0	2	1
SLC7A5	3146	3341	4040	3211	3574	3274.95
SLC7A5P1	28	34	37	23.66	40	24
SLC7A5P2	90	70	84	76.34	101	86.05
SLC7A6	2952.17	2880.71	3096.42	2536	2583.67	2527.12
SLC7A6OS	183.83	197.29	311.58	241	214.33	228.88
SLC7A7	31	23	47	32	13	11
SLC7A8	0	3	1	4	1	0
SLC7A9	0	0	4	1	0	1
SLC8A1	474	519	339	311	282	349
SLC8A1-AS1	2	17	6	9	2	6
SLC8A2	2	5	5	10	5	3
SLC8A3	0	0	0	1	0	0
SLC8B1	202	133	153	113	115	95
