	Ctrl_1	Ctrl_2	SFN_1	SFN_2	NRF2KO-Cont_1	NRF2KO-Cont_2	NRF2KO-SFN_1	NRF2KO-SFN_2
PROSER2-AS1	0.4	0.12	0.02	0.03	0.03	0.07	0.1	0
PROSER3	9.48	8.21	7.19	6.69	11.17	10.53	9.36	10.25
PROX1	0.05	0.09	0.02	0.03	0.02	0.01	0.01	0
PROX1-AS1	0	0	0	0	0	0	0	0
PROX2	0.46	0.12	0.42	0.45	0.52	0.31	0.35	0.79
PROZ	0.28	0.22	0.27	0.35	0.31	0.49	0.23	0.08
PRPF18	27.9	23.9	24.49	25.49	23.57	22.16	27.57	26.25
PRPF19	119.38	123.38	92.69	99.08	149.6	152.46	123.29	118.11
PRPF3	40.36	44.55	40.02	41.32	38.78	39.01	39.32	36.84
PRPF31	80.13	83.83	73.83	77.01	94.85	96.08	85.25	88.22
PRPF38A	33.18	33.08	28.2	29.1	32.52	32.26	31.04	29.09
PRPF38B	49.32	45.68	42.71	47.11	43.24	42.09	42.17	39.05
PRPF39	42.27	41.5	60.15	59.88	33.75	34.93	50.86	52.43
PRPF4	62.15	59.7	53.08	54.29	55.22	53.76	49.9	51.94
PRPF40A	44.89	45.56	37.04	37.1	39.91	43.87	39.51	41.27
PRPF40B	3.99	4.52	3.48	3.2	4.89	5.74	3.32	3.93
PRPF4B	55.51	56.11	46.95	49.38	50.77	49.72	47.67	47.16
PRPF6	99.41	99.06	100.51	93.65	111.05	113.09	101.33	109.49
PRPF8	127.08	131.09	118.44	122.9	146.19	151.69	146.6	149.03
PRPH	0.05	0	0.08	0	0	0	0.06	0
PRPH2	0	0.06	0.02	0.06	0.07	0.07	0.14	0.04
PRPS1	131.57	133.23	104.61	117.52	119.93	123.88	108.28	117.22
PRPS1L1	0	0	0	0	0	0	0	0
PRPS2	37.95	39.07	21.54	20.79	34.61	36.85	26.45	24.99
PRPSAP1	68.43	65.04	60.94	58.31	65.84	68.51	56.63	59.86
PRPSAP2	29.77	27.32	30.29	28.96	24.84	24.01	24.75	26.05
PRR11	52.51	53.16	50.58	53.63	48.35	47.84	53.33	56.01
PRR12	13.11	14.04	11	11.05	19.17	19.35	17.18	16.25
PRR13	200.44	202.07	206.67	206.8	150.97	153.68	171.56	178.16
PRR14	30.69	30.96	27.34	27.94	39.45	40.18	34.83	36.62
PRR14L	6.68	7.97	7.61	7.54	7.43	8.03	9.16	8.76
PRR15	0	0	0	0	0	0	0	0
PRR15L	0	0.29	0.42	0	0.08	0.08	0.23	0.08
PRR16	49.87	48	26.35	24.98	52.62	51.77	38.66	36.85
PRR18	0	0	0.05	0.03	0.12	0.29	0.12	0.04
PRR19	1.73	2.05	1.38	0.74	1.75	1.38	2.22	1.97
PRR20A	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0
PRR21	0	0	0	0	0	0	0	0
PRR22	3.97	7.63	5.08	4.14	7.98	8.49	5.76	6.96
PRR23A	0	0	0.03	0	0	0	0	0
PRR23B	0	0	0.08	0	0	0	0	0
PRR23C	0	0	0	0	0	0	0	0
PRR23D1	0	0	0	0	0	0.01	0	0
PRR23D2	0	0.13	0.05	0	0.22	0.3	0.07	0
PRR25	0	0.29	0	0.09	0	0.11	0.1	0.31
PRR26	0.06	0.44	0.05	0.15	0.45	0.18	0.3	0.31
PRR27	0	0	0	0	0	0	0	0
PRR29	0.06	0.04	0.05	0	0.13	0.04	0	0
PRR29-AS1	0.03	0	0	0	0	0	0	0
PRR3	6.07	5.47	4.85	4.61	7.56	7.46	5.29	4.8
PRR30	0	0	0.07	0	0	0	0	0
PRR32	0	0	0	0	0	0	0	0
PRR34	0.53	0.4	0.75	0.43	0.49	0.64	0.18	0.37
PRR34-AS1	3.13	1.95	1.45	1.9	2.09	3.15	2.08	1.57
PRR35	0	0	0.1	0	0	0	0	0
PRR36	0.26	0.29	0.24	0.1	0.49	0.52	0.3	0.2
PRR4	0	3.64	1.12	2.21	0	2.18	3.93	1.13
PRR5	4.94	6.79	5.01	5.45	8.21	6.9	7.05	5.79
PRR5-ARHGAP8	0	0	0	0	0	0	0	0.06
PRR5L	4.6	5.7	2.22	2.1	4.63	3.62	2.22	2.47
PRR7	21.06	23.36	18.42	21.21	39.37	45.28	29.07	31.4
PRR7-AS1	0.67	0.87	0.29	0.37	0.67	1.05	0.5	1.03
PRR9	0	0	0	0	0	0	0	0
PRRC1	50.12	51.15	44.22	48.27	41.44	41.11	42.82	42.3
PRRC2A	117.13	124.75	118.82	117.87	160.58	160.78	146.7	155.34
PRRC2B	40.88	42.02	44.57	48.45	50.38	49.32	53.11	54.47
PRRC2C	53.84	52.49	40.4	48.92	57.13	58.69	57.31	57.46
PRRG1	12.91	13.57	9.93	11.22	10.67	12.34	13.17	11.96
PRRG2	0.45	0.87	0.95	1.35	1.1	1.25	0.93	0.87
PRRG3	0	0	0	0	0	0	0	0
PRRG4	0.09	0.1	0.01	0	0	0.09	0.02	0.04
PRRT1	3.09	2.95	2.05	2.26	5.25	3.99	3.55	2.69
PRRT2	1.91	2.06	0.93	1.14	2.47	2.87	1.36	1.47
PRRT3	4.31	3.26	3.69	4.69	5.71	5.79	4.92	4.21
PRRT3-AS1	2.02	0.27	3.22	1.08	0.86	0.3	0.86	0.88
PRRT4	0	0	0	0	0.09	0	0	0
PRRX1	0	0	0	0	0	0	0	0
PRRX2	0	0	0.13	0.16	0.18	0.29	0.27	0.38
PRRX2-AS1	0	0	0	0	0	0	0	0
PRSS1	0	0	0	0	0	0	0	0
PRSS12	26.6	27.29	21.01	20.7	33.19	37.32	27.66	27.45
PRSS16	0.13	0.34	0.17	0.32	0.51	0.5	0.29	0.19
PRSS21	0	0	0	0	0	0	0	0
PRSS22	0	0	0	0	0	0	0.09	0
PRSS23	42.28	41.39	28.09	27.9	37.09	40.38	28.98	28.32
PRSS27	1.55	0.9	0.61	0.71	1.76	1.93	1.27	0.82
PRSS3	8.47	7.25	7.85	9.34	2.57	4.16	3.08	2.51
PRSS30P	0	0	0.02	0.03	0.25	0	0	0.11
PRSS33	0	0	0	0	0	0	0	0
PRSS35	0.04	0.12	0.09	0.07	0.04	0.04	0	0.04
PRSS36	0.59	0.38	0.03	0.29	0.11	0.08	0.17	0.08
PRSS37	0	0	0.07	0.09	0	0	0	0
PRSS38	0	0	0	0	0	0	0	0
PRSS3P2	0	0	0	0	0	0	0	0
PRSS41	0	0	0	0	0	0	0	0
PRSS42	0	0	0	0	0	0	0	0
PRSS45	0	0	0	0	0	0	0	0
PRSS46	0	0	0	0	0	0	0	0
PRSS48	0	0	0	0	0	0	0	0
PRSS50	0	0	0	0	0	0	0	0
PRSS53	2.14	1.81	1.67	1.61	3.4	2.9	1.72	1.38
PRSS54	0	0	0	0	0	0	0	0
PRSS55	0	0	0	0	0	0	0	0
PRSS56	0	0.05	0	0	0	0	0	0
PRSS57	0	0	0.17	0.43	0	0	0.24	0
PRSS58	0	0	0	0	0	0	0	0
PRSS8	0.15	0.16	0.04	0.2	0	0.12	0.17	0.23
PRTFDC1	4.34	4.91	2.87	4.33	4.26	3.85	2.53	3.63
PRTG	0.67	0.79	0.34	0.19	0.82	0.81	0.4	0.68
PRTN3	0.23	0	0	0	0.26	0	0	0
PRUNE	9.97	10.53	9.41	10.57	11.07	9.56	11.88	11.33
PRUNE2	0.82	0.4	0.35	0.39	0.29	0.5	0.41	0.35
PRX	4.95	5	4.66	3.6	6.87	7.01	6.84	6.35
PRY	0	0	0	0	0	0	0	0
PRY2	0	0	0	0	0	0	0	0
PSAP	634.9	657.29	727.34	725.05	658.48	679.25	657.01	685.25
PSAPL1	0.02	0	0	0	0.02	0.02	0	0
PSAT1	54.71	56.72	42.89	42.28	53.01	54.1	48.66	46.46
PSCA	7.07	7.47	5.26	5.08	9.78	9.21	7.26	5.3
PSD	0.1	0.16	0.29	0.26	0.17	0.24	0.15	0.12
PSD2	0	0.06	0	0	0	0	0	0.05
PSD3	15.79	15.56	8.81	9.43	14.99	15.66	11.63	10.9
PSD4	0.1	0.18	0.08	0.02	0.24	0.13	0.08	0.08
PSEN1	29.58	32.98	32.81	33.52	28.54	29.8	32.18	30.68
PSEN2	15.27	13.01	12.06	10.85	12.01	13.14	10.1	12.74
PSENEN	102.13	104.07	115.22	134.06	102.41	113.38	104.11	117.36
PSG1	32.99	30.77	31.44	33.48	21.4	22.3	17.27	14.94
PSG10P	0	0	0.04	0.11	0	0.07	0	0
PSG11	2.86	2.56	0.85	1.3	1.25	2.16	1.16	1.74
PSG2	4.12	4.11	2.85	4.88	4.75	5.07	5.51	4.43
PSG3	1.74	1.25	1.48	1.17	2.09	2.2	1.15	1.31
PSG4	0.05	0.82	0.65	0.57	0.94	0.74	0.53	0.24
PSG5	5.77	8.83	6.61	7.55	16.02	12.84	15.94	15.63
PSG6	0.57	0.36	0.38	0.56	0.16	0.33	0.08	0.24
PSG7	0.71	0.57	0.48	0.38	0.61	0.5	0.47	0.16
PSG8	0.79	0.45	0.19	0	0.22	0.28	0.21	0.28
PSG9	0.85	0.6	0.49	0.99	0.84	1.5	0.57	0.49
PSIP1	48.53	52.95	32.1	38.21	55.68	55.69	42.54	42.08
PSKH1	16.69	17.11	16.6	15.97	20.28	20.8	22.45	22.27
PSKH2	0	0	0	0	0	0	0	0
PSMA1	294.59	281.23	289.09	280.67	228.85	245.64	233.37	252.29
PSMA2	183.05	195.39	185.35	182.38	173.3	175.02	185.63	181.19
PSMA3	344.57	326.86	293.41	303.12	285.44	292.7	279.28	276.93
PSMA3-AS1	29.38	29.56	23.83	22.45	29.05	29.18	24.3	27.14
PSMA4	363.17	351.23	317.91	320.89	323.73	330.62	323.78	327.61
PSMA5	65.24	66.25	65.91	65.87	55.59	56.97	55.36	59.52
PSMA6	479.39	478.42	440.61	478.69	408.56	448.47	419.48	438.82
PSMA7	886.62	877.8	944.79	950.19	912	905.57	963.47	959.74
PSMA8	0	0	0	0	0	0	0	0.14
PSMB1	486.68	483.49	523.76	526.67	490.8	479.36	523.52	537.91
PSMB10	20.7	24.7	19.02	18.98	19.69	21.1	18.48	20.7
PSMB11	0	0.11	0	0	0	0	0	0.12
PSMB2	77.93	79.39	73.07	76.37	78.53	71.49	77.46	76.78
PSMB3	451.9	455.64	541.97	533.46	459.37	479.89	464.21	484.35
PSMB4	478.39	538.2	513.81	519.26	489.81	509.02	509.17	505.91
PSMB5	458	459.25	447.93	443.97	422.57	415.39	409.5	404.59
PSMB6	393.86	364.2	443.76	423.76	437.59	415.72	474.16	466.61
PSMB7	479.86	443.33	486.27	513.99	452.91	461.35	474.39	483.58
PSMB8	33.75	32.6	26.06	26.18	20.66	25.84	20.58	21.17
PSMB8-AS1	0.58	1.83	0.76	0.18	0.72	0.75	0.1	0.21
PSMB9	4.56	5.89	1.83	2.54	0.99	3.11	0.61	1.89
PSMC1	135.55	138.22	124.84	130.96	124.75	135.14	127.22	132
PSMC2	107.59	104.25	102.12	99.79	95.06	102.79	97.38	110.14
PSMC3	273.2	271.54	278.04	275.6	276.87	281.01	269.66	276.75
PSMC3IP	51.52	60.45	62.31	62.88	62.58	65.18	54.59	62.17
PSMC4	159.67	144.43	161.29	176.52	145.77	148.37	146.16	149.86
PSMC5	420.51	424.06	410.76	419.44	440.99	435.18	400.64	438.97
PSMC6	172.15	190.38	171.57	180.11	146.51	142.36	152.18	157.21
PSMD1	107.86	110.74	109.07	112.51	106.55	107.73	108.8	110.27
PSMD10	65.39	60.93	67.3	72.56	60.79	60.97	63.49	67.16
PSMD11	84.9	78.83	83.72	89.42	81.15	84.83	84.26	85.85
PSMD12	172.64	179.68	161.98	171.94	144.91	141.14	144.05	143.45
PSMD13	170.34	168.56	160.66	175.95	157.66	156.57	157.23	159.7
PSMD14	202.25	195.51	219.71	220.43	182.09	182.58	196.33	190.95
PSMD2	550.06	569.78	555.93	572.17	561.24	566.84	560.39	562.29
PSMD3	197.6	186.81	204.26	217.33	219.48	230.19	226.19	237.86
PSMD4	199.53	183.66	189.57	194.15	206.74	205.91	205.54	218.22
PSMD5	39.48	43.91	32.23	31.76	36.34	34.68	32.6	34.35
PSMD5-AS1	4.43	5.05	3.76	4.08	5.27	5.75	6.07	5.04
PSMD6	88.74	81.11	77.66	80.88	73.37	75.38	78.05	81.84
PSMD6-AS2	0.33	0.47	0.43	0.73	0.54	0.48	0.7	0.68
PSMD7	140.37	146.56	128.12	130.16	143.19	151.68	134.03	145.34
PSMD8	257.68	252.18	284.99	282.96	271.89	266.42	294.03	283.03
PSMD9	40.16	40.51	35.37	38.04	45.86	44.71	41.4	41.29
PSME1	260.83	259.1	249.94	231.8	265.72	268.28	231.22	249.29
PSME2	380.88	343.11	358.54	346.3	333.95	340.89	305.53	313.69
PSME3	153.5	152.06	146.91	160.51	139.05	145.37	138.34	142.01
PSME4	30.04	32	30.39	31.39	32.2	31.3	31.27	30.91
PSMF1	71.03	73.83	72.92	77.32	74.66	74.12	74.37	76.04
PSMG1	142.54	142.69	94.84	98.51	104.6	110.67	86.23	90.83
PSMG2	46.34	41.79	36.4	41.35	42.47	41.58	38.12	35.93
PSMG3	77.16	83.22	51.18	50.35	82.17	100.08	61.26	63.59
PSMG3-AS1	1.07	1.31	0.94	1.03	1.54	1.6	1.31	1.22
PSMG4	71.95	61.02	39.48	32.5	63.02	77.64	42.44	39.27
PSORS1C1	0.27	0.42	0.22	0.14	0.75	0.32	0.3	0
PSORS1C2	0.48	0.41	0.08	0.1	0.11	0.11	0	0.22
PSORS1C3	0	0.87	0	0	0.3	1.28	0	0.31
PSPC1	99.89	108.71	118.58	115.74	110.45	110.91	125.16	133.27
PSPH	10.49	12.03	10.62	9.76	12.83	11.07	11.29	11.51
PSPN	0	0	0	0.51	0	0.52	0.51	0
PSRC1	24.79	30.98	26.95	29.54	42.51	43.98	38.04	39.9
PSTK	5.66	3.28	3.06	2.97	4.1	3.27	2.83	3.52
PSTPIP1	0.05	0	0	0	0	0	0	0
PSTPIP2	4.17	6.35	2.86	3.62	3.74	3.11	2.49	2.36
PTAFR	0.34	0.28	0.18	0.15	0.17	0.34	0.1	0.1
PTAR1	20.44	22.39	17.28	19.92	17.33	16.77	17.36	18.9
PTBP1	375.03	386.95	372.53	401.41	435.9	436.7	403.1	414.31
PTBP2	8.55	8.63	6.85	6.61	8.6	8.68	7.02	7.9
PTBP3	34.39	31.82	25.6	27.93	31.63	32.24	30.25	30.2
PTCD1	8.78	9.13	8.79	7.32	10.66	10.91	9.76	11.23
PTCD2	8.11	9.28	9.09	8.34	9.64	9.53	8.94	7.31
PTCD3	18.19	20.43	15.31	14.42	18.29	17.4	13.92	15.12
PTCH1	2.88	3.1	2.36	2.06	4.51	4.46	3.52	3.31
PTCH2	0.12	0.48	0.3	0.6	0.29	0.6	0.99	0.26
PTCHD1	0	0	0	0	0	0	0	0
PTCHD1-AS	0	0	0	0	0	0	0	0
PTCHD2	0	0	0	0.02	0.02	0	0	0.02
PTCHD3	0	0	0	0	0	0	0	0
PTCHD4	1.36	1.19	0.97	0.66	1.27	1.04	0.37	0.8
PTCRA	0	0	0	0	0	0	0	0
PTCSC3	0	0	0	0	0	0	0	0.11
PTDSS1	35.62	33.98	30.53	30.15	29.44	30.66	28.93	29.36
PTDSS2	27.66	31.91	27.94	27.96	30.13	31.86	27.08	28.98
PTEN	18.2	18.68	15.59	15.45	20.83	21.84	18.77	19.4
PTENP1	0.07	0.03	0.09	0.02	0.03	0.11	0.05	0.03
PTENP1-AS	0	0	0	0	0	0	0	0
PTER	4.45	4.55	2.77	3.43	4.09	3.74	2.91	3.38
PTF1A	0	0	0	0	0	0	0	0
PTGDR	0	0	0	0	0	0	0	0
PTGDR2	0.03	0.03	0.05	0	0	0	0.04	0.07
PTGDS	0	0	0	0	0	0	0	0
PTGER1	0.22	0	0.17	0.37	0.17	0.09	0	0.17
PTGER2	1.51	1.28	0.62	0.53	1.76	1.85	0.68	0.66
PTGER3	0.03	0.01	0.1	0.04	0.12	0.07	0.06	0.04
PTGER4	6.14	6.98	5.1	5.65	4.33	4.37	4.96	4.74
PTGER4P2-CDK2AP2P2	0.07	0.13	0.17	0.1	0.19	0.26	0.22	0.08
PTGES	0.39	0.06	0.26	0.06	0.25	0.46	0.12	0.06
PTGES2	62.51	65.4	54.28	53.99	63.03	62.22	61.42	60.34
PTGES2-AS1	0.23	0.19	0.11	0.05	0.21	0.38	0.1	0.16
PTGES3	439.71	448.14	513.3	539.71	382.87	359.06	406.68	422.97
PTGES3L	1.54	1.15	1.48	1.13	1.08	1.65	0.95	1.36
PTGES3L-AARSD1	1.64	0.83	2.13	1.79	2.86	1.91	1.25	1.53
PTGFR	2.79	2.95	1.23	1.61	2.14	2.12	2.12	1.99
PTGFRN	0	0	0	0	0	0	0	0.02
PTGIR	0	0.2	0.04	0.18	0	0.11	0.16	0.16
PTGIS	0.78	0.49	0.48	0.26	0.81	0.75	0.53	0.43
PTGR1	40.43	37.61	44.29	36.3	37.29	31.57	32.85	29.56
PTGR2	7.56	7.05	6.62	5.92	7.3	7.45	6.34	6.79
PTGS1	0	0	0	0	0	0	0	0.02
PTGS2	0.96	1.44	0.85	1.01	0.83	1.08	0.42	0.66
PTH	0	0	0	0	0	0	0	0
PTH1R	0	0	0	0	0	0	0	0
PTH2	0	0	0	0	0	0	0	0
PTH2R	0	0	0	0	0	0.12	0	0
PTHLH	3.34	4.42	4.5	5.15	2.51	2.34	2.32	3.52
PTK2	61.01	64.29	58.04	58.73	65.64	66.07	64.68	63.88
PTK2B	1.95	2.44	1.42	1.54	2.18	1.96	1.67	1.57
PTK6	0.81	0.62	0.66	0.88	0.97	1.06	0.39	0.52
PTK7	10.14	10.14	6.42	6.08	10.69	11.18	7.96	8.07
PTMA	1746.85	1726.03	1408.31	1430.4	1915.44	1941.43	1792.51	1816.32
PTMS	277.64	299.26	321.21	319.46	414.97	448.92	463.12	467.41
PTN	3.35	3.35	2.95	2.9	5.37	5.73	5.58	5.73
PTOV1	64.47	55.27	67.7	68.97	90.33	97.55	90.82	90.39
PTOV1-AS1	11.61	13.01	11.97	10.22	13.38	16.58	14.02	12.87
PTOV1-AS2	11.48	14.14	10.46	8.35	19.47	18.65	10.8	12.63
PTP4A1	57.8	58.4	61.26	62.99	43.99	41.5	49.04	48.82
PTP4A2	90.96	94.02	82.45	83.46	94.74	92.35	103.04	101.35
PTP4A3	2.83	1.69	1.61	1.92	3.51	3.27	3.08	2.57
PTPDC1	7.16	8.98	6.37	6.45	6.27	6.25	7.36	6.5
PTPMT1	30.51	29.26	23.97	25.29	31.83	31.23	27.04	29.06
PTPN1	118.96	114.17	130.17	139.85	116.27	110.87	121.26	117.53
PTPN11	91.26	91.93	82.42	92.29	98.3	101.18	101.56	105.75
PTPN12	69.88	74.95	66.92	67.7	63.22	61.37	62.31	61.11
PTPN13	17.79	18.8	10.99	12.05	20.2	19.48	13.98	15.83
PTPN14	32.47	34.77	27.31	30.83	45.91	45.69	44.34	45.53
PTPN18	15.89	15.8	12.38	12.26	18.79	19.41	14.44	15.06
PTPN2	13.18	12.17	8.84	9.49	13.15	12.14	8.88	9.13
PTPN20	0	0	0.12	0.03	0	0.06	0	0
PTPN21	4.48	4.81	4.03	4.76	4.87	5.42	5.42	5.05
PTPN22	1.82	1.78	1.1	1.07	1.06	1	0.65	0.67
PTPN23	11.7	12.59	9.59	11.27	15.31	14.62	12.57	12.36
PTPN3	1.64	2.28	1.46	1.87	1.73	1.6	1.47	1.32
PTPN4	4.44	5.3	3.74	4.04	5.76	5.07	5.06	4.77
PTPN5	0	0	0	0	0	0	0	0
PTPN6	1.41	2.72	1.66	1.5	2.86	3.01	2.75	2.67
PTPN7	0.03	0	0.05	0	0	0	0	0.04
PTPN9	24.65	30.66	26.69	26.7	29.5	28.75	29.85	31.4
PTPRA	42.51	42.41	36.83	35.62	45.3	43.6	38.9	40.11
PTPRB	1.52	1.65	0.58	0.71	1.02	1.07	0.6	0.56
PTPRC	0.28	0.45	0.3	0.3	0.34	0.33	0.36	0.46
PTPRCAP	6.4	3.41	5.93	6.01	6.04	7.14	6.94	6.19
PTPRD	0	0	0	0	0	0	0	0
PTPRD-AS1	0	0	0	0	0	0	0	0
PTPRD-AS2	0	0	0	0	0	0	0	0
PTPRE	3.51	2.57	3.05	3.99	2.78	2.37	2.91	2.84
PTPRF	70.04	73.68	63.51	69.68	103.41	108.02	92.43	93.32
PTPRG	4.47	5.44	5.68	5.87	6.39	6.37	7.58	7.81
PTPRG-AS1	4.03	3.05	1.37	1.69	2.69	2.99	1.45	1.9
PTPRH	1.73	2.77	1.21	1.01	2.69	2.99	1.41	1.61
PTPRJ	26.02	27.74	25.11	25.97	37.59	41	37.21	37.98
PTPRK	27.37	31.52	22.48	20.92	29.21	29.01	25.5	25.41
PTPRM	7.36	7.93	6.6	7.49	5.21	5.77	6.15	6.48
PTPRN	0	0	0	0	0	0	0	0.03
PTPRN2	3.95	4.52	4.16	3.37	4.06	3.97	2.88	3.62
PTPRO	0	0	0.04	0.04	0	0.03	0	0
PTPRQ	0.83	0.76	0.53	0.46	1.28	1.24	0.86	0.72
PTPRR	3.21	3.2	1.45	1.44	0.88	0.59	0.56	0.33
PTPRS	21.89	22.55	18.4	19.42	34.22	38.74	30.72	30.33
PTPRT	0	0	0	0	0	0	0	0
PTPRU	0.25	0.17	0.19	0.29	0.16	0.22	0.07	0.11
PTPRVP	0	0	0	0	0.05	0	0	0
PTPRZ1	0	0	0	0	0	0	0	0
PTRF	545.98	550.79	574.42	567.13	613.35	619.61	693.71	687.06
PTRH1	37.09	48.01	47.3	34.77	35.64	43.92	40.07	37.07
PTRH2	144.71	122.58	140.4	133.45	105.33	109.46	121.31	112.57
PTRHD1	81.01	85.84	101.59	71.41	115.14	109.78	91.74	105.31
PTS	49.83	50.98	40.63	45.5	38.38	40.31	34.43	30.12
PTTG1	363.2	369.77	356.57	353.13	331.08	343.56	351.99	349.58
PTTG1IP	184.98	190.47	204.47	206.41	170.85	172.99	192.14	194.03
PTTG2	0	0	0	0	0	0	0	0
PTTG3P	0	0	0	0	0	0	0	0
PTX3	236.81	238.78	293.56	310.35	45.11	59.22	50.07	48.48
PTX4	0	0	0.12	0.07	0.08	0	0.16	0
PUF60	219.94	229.07	208.28	212.62	236.12	242.6	226.94	226.24
PUM1	41.57	46.12	37.57	39.81	44.95	46.27	41.59	38.59
PUM2	42.31	43.44	39.3	39.92	44.04	42.29	44.39	44.85
PURA	14.17	14.57	13.13	13.19	13.03	13.06	14.49	14.73
PURB	22.08	22.21	18.87	19.48	21.63	23.32	24.48	24.5
PURG	1.66	3.06	1.28	0.94	2.56	2.22	1.52	1.16
PUS1	39.09	38.62	34.3	33.15	38.16	41.86	37.71	39.32
PUS10	3.36	3.46	3.6	3.07	2.45	2.19	2.6	3.28
PUS3	10.26	10.32	11.5	10.37	9.58	8.44	8.57	11.03
PUS7	20.39	18.47	11.02	12.25	19.89	19.18	14.07	12.47
PUS7L	20.1	18.76	15.11	15.2	16.05	14.6	17.25	15.34
PUSL1	32.29	34.57	24.73	25.05	33.87	40.58	32.59	29.95
PVALB	0	0	0	0	0	0	0	0
PVR	59.2	68.42	87.29	93.12	80	78.49	94.15	86.02
PVRIG	0.91	0.83	0.31	0.39	1.48	0.87	0.45	0.68
PVRIG2P	18.24	21.83	22.52	20.98	28.05	31.07	26.19	27.56
PVRL1	2.86	4.73	2.56	1.74	3.64	2.67	2.56	2.53
PVRL2	90.4	99.6	103.42	103.03	112.58	105.67	114.78	122.03
PVRL3	13.05	14.46	9.51	11.28	11.24	12.29	12.67	11.08
PVRL3-AS1	0	0.1	0	0	0	0	0	0.11
PVRL4	0.03	0.25	0.12	0.03	0.18	0.25	0.23	0.06
PVT1	6.45	5.78	5.29	7.09	7.65	6.3	5.5	6.06
PWAR1	0.04	0.04	0.03	0	0	0.09	0	0
PWAR4	0	0	0	0	0	0	0	0
PWAR5	5.55	5	2.87	3.69	4.96	5.45	3.48	2.9
PWARSN	2.52	3.89	1.8	1.37	1.74	3.14	1.42	1.21
PWP1	88.31	88.83	60.27	58.69	83.54	80.17	57.57	59.89
PWP2	41.83	45.23	34.61	34.59	43.66	41.19	40.69	38.17
PWRN1	0	0	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0	0	0
PWRN3	0	0	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0	0	0
PWWP2A	20.32	19.01	18.25	17.65	19.1	19.21	20	21.07
PWWP2B	9.1	10.83	8.66	8.81	8.39	9.77	6.21	6.95
PXDC1	60.94	64.69	83.49	81.9	68.23	68.93	87.92	81.28
PXDN	117.04	120.09	102.37	107.6	121.06	125.37	110.6	109.65
PXDNL	0	0	0	0	0	0.02	0	0
PXK	5.16	5.52	4.64	4.61	3.15	3.8	4.2	3.82
PXMP2	36.03	31.37	32.7	29.12	42.38	42.61	38.13	42.56
PXMP4	6.59	7.36	4.53	4.38	7.19	7.19	4.75	5.98
PXN	149.63	154.85	167.26	174.22	187.44	196.37	199.31	203.51
PXN-AS1	4.71	3.34	3.86	2	5.93	5.41	5.74	3.65
PXT1	0.05	0.1	0.07	0.09	0.05	0.05	0	0
PXYLP1	4.35	5.26	3.07	3.95	5.36	5.55	5	4.26
PYCARD	9.02	4.42	5.07	4.77	3.8	5.31	3.47	3.55
PYCARD-AS1	0.22	0.11	0.08	0	0	0	0	0
PYCR1	141.26	149.08	142.74	144.43	159.07	161.84	145.08	146.13
PYCR2	39.48	43.65	39.53	34.2	47.46	44.69	41.45	38.74
PYCRL	18.63	19.08	18.02	14.63	20.36	21.85	22.33	20.81
PYDC1	0	0	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0	0	0
PYGB	99.75	106.36	113.28	111.53	120.54	120.49	123.62	124.02
PYGL	201.58	202.36	173.76	180.68	179.59	177.93	155.06	161.97
PYGM	0.22	0.11	0.13	0.08	0.18	0.13	0.43	0.26
PYGO1	8.66	7.04	5.06	4.46	7.6	6.77	5.51	6.2
PYGO2	29.3	28.92	24.51	23.14	35.57	36.41	30.64	32.84
PYHIN1	0	0	0	0.05	0	0	0	0
PYROXD1	17.19	17.19	11.62	12.51	12.49	13.14	10.76	10.63
PYROXD2	0.33	1.28	0.84	0.7	1.27	1.17	0.95	0.81
PYURF	71.08	74.68	72.8	67.85	66.37	62.65	70.74	64.43
PYY	0	0	0	0	0	0	0	0
PYY2	0.21	0.11	1.27	0.86	0	0.13	0.24	0.49
PZP	0	0	0	0	0	0	0	0
QARS	73.93	82.71	68.13	65.23	87.25	83.47	73.1	74.14
QDPR	31.29	40.59	28.34	32.9	30.63	27.19	27.41	29.46
QKI	32.98	34.44	23.7	25.76	34.49	34.1	31.88	31.72
QPCT	13.85	16.61	14.9	15.95	9.02	9	10.24	8.63
QPCTL	20.53	24.61	21.7	20.96	23.55	24.91	19.43	20.8
QPRT	1.7	1.18	0.82	1.57	0.82	0.86	0.74	0.3
QRFP	3.26	0.71	0.66	5.59	4.41	0.76	0.75	0
QRFPR	0	0.21	0.13	0.12	0.09	0.24	0	0
QRICH1	32.35	33.99	30.25	31.16	34.32	36.63	33.44	33.81
QRICH2	2.17	1.61	4.38	4.22	2.13	2.01	2.9	2.6
QRSL1	9.83	10.99	9.79	12.19	9.18	9.46	10.91	11.94
QSER1	17.11	19.11	16.31	17.08	19.16	19.67	20.44	19.37
QSOX1	539.9	562.33	683.34	703.41	516.62	521.71	569.03	556.29
QSOX2	32.2	32.14	27.57	27.75	33.44	35.46	33.36	32.99
QTRT1	84.15	93.54	66.25	65.77	108.9	114.07	83.53	81.16
