	day0-WT_1	day0-WT_2	day1-WT_1	day1-WT_2	day0-KO_1	day0-KO_2	day1-KO_1	day1-KO_2
Raph1	22.33	21.18	10.64	9.95	29.46	27.19	10.62	12.46
Rapsn	0.9	1.05	0	0.23	1.89	2.84	0.72	0.85
Rara	30.6	27.45	36.86	34	28.75	28.64	30.39	31.88
Rarb	8.07	7.15	1.66	1.94	9.08	8.68	2.51	2.06
Rarg	74.9	70.1	15.6	16.53	76.91	72.51	18.66	18.78
Rarres1	1.53	2.19	3.96	3.39	0.96	0.82	1.96	2.96
Rarres2	163.46	203.29	103.68	115.8	354.36	354.53	173.4	171.61
Rars	147.97	137.26	124.9	121.99	171.34	169.78	120.77	127.49
Rars2	21.97	24.58	41.56	38.36	29.2	28.39	37.57	39.57
Rasa1	34.37	30.42	28.14	30.31	37.6	36.07	28.18	30.95
Rasa2	5.95	5.26	3.98	4.43	6.58	5.74	4.27	4.71
Rasa3	88.58	73	122.86	114.02	81.5	75.21	102.1	108.79
Rasa4	16.47	15.67	3.86	4.07	14.72	14.92	4.67	4.89
Rasal1	0.1	0.03	0.04	0.11	0.07	0.08	0.06	0
Rasal2	3.82	3.53	4.39	3.77	5.67	4.9	3.8	4.25
Rasal3	0.12	0.18	0	0.26	0.33	0.51	0.11	0.13
Rasd1	0.07	0.21	0.86	0.85	0.38	0.08	0.79	1.56
Rasd2	0.04	0	0	0.09	0	0.13	0	0.09
Rasef	0.04	0.02	0	0	0.02	0	0.04	0
Rasgef1a	0.07	0.24	0.08	0.04	0.07	0.12	0.03	0.23
Rasgef1b	1.65	1.04	0.74	0.78	2.65	2.04	0.52	0.74
Rasgef1c	0.49	0.3	0	0.05	0.32	0.56	0	0.22
Rasgrf1	0.03	0	0	0	0	0	0.25	0
Rasgrf2	0.11	0.11	0.06	0.06	0.12	0.25	0.05	0.1
Rasgrp1	0.28	0.26	0	0.02	0.26	0.34	0.02	0
Rasgrp2	2.53	1.89	0.4	0.39	1.93	1.9	0.57	0.62
Rasgrp3	3.9	2.87	3.77	3.06	5.83	5.95	3.3	3.44
Rasgrp4	0.34	0.77	0.17	0.52	0.45	0.32	0.43	0.54
Rasip1	6.45	7.39	5.44	5.46	7.34	8.66	6.17	7.59
Rasl10a	0.1	0	0.12	0.69	0.11	0.47	0.19	0.35
Rasl10b	0.35	0.35	0.78	0.14	0.62	0.5	0.65	0.28
Rasl11a	99.27	97.71	86.53	82.73	89.53	89.25	73.59	63.35
Rasl11b	9.95	10.8	5.54	7.25	9.13	9.63	5.82	5.45
Rasl12	11.68	11.13	7.11	6.07	17.98	16.59	9.29	9.42
Rasl2-9	0.23	0.24	0	0.13	0.5	0.52	0	0
Rassf1	105.7	103.61	27.95	32.61	93.32	101.46	37.86	35.63
Rassf10	0.19	0.19	0.21	0.07	0.17	0.07	0.21	0.32
Rassf2	7.22	6.8	40.84	39.2	6.36	4.57	24.93	31.09
Rassf3	13.55	11.57	7.58	8.04	12.31	11.3	8.91	9.48
Rassf4	0.86	0.66	1.15	1.33	1.01	0.89	1.62	1.89
Rassf5	15.05	11.35	8.96	6.91	14.91	13.74	8.33	8.24
Rassf6	1.08	1.61	0	0	1.49	1.03	0.05	0.06
Rassf7	1.33	0.75	0.58	0.33	1.61	2.27	1.32	0.83
Rassf8	49.88	43.74	42.74	37.44	44.97	37.95	36.91	35.76
Rassf9	0.21	0.11	0.29	0.35	0.23	0.24	0.1	0.23
Raver1	36.74	36.03	43.52	40.24	47.32	46.07	37.14	43.85
Raver2	1.04	1.44	2.31	2.23	1.5	1.34	1.72	1.75
Rax	0	0.07	0.08	0	0.15	0	0	0
Rb1	10.56	8.99	11.59	11.24	13.31	11.53	11.29	14.09
Rb1cc1	38.42	34.82	34.07	32.38	40.64	38.54	31.46	35.17
Rbak	7.6	7.76	9.05	10.93	7.9	6.22	9.21	11.76
Rbakdn	0	0	0	0	0	0	0	0
Rbbp4	110.58	92.22	91.49	92.85	106.44	110.07	91.2	93.34
Rbbp5	24.73	21.67	20.4	18.96	24.85	23.65	18.65	20.45
Rbbp6	33.41	32.52	45.61	41.7	38.97	38.49	40.45	45.35
Rbbp7	264.3	237.54	626.33	632.66	224.82	224.7	553.54	573.47
Rbbp8	18.85	16.5	17.05	18.46	23.37	21.15	17.33	18.77
Rbbp8nl	0	0	0	0	0.05	0	0.04	0
Rbbp9	15.18	17.24	27.24	26.29	20.78	19.79	26.56	29.65
Rbck1	66.48	67.54	70.25	72.1	61.71	62.6	68.16	70.86
Rbfa	49.17	51.06	56.28	60.73	42.27	44.26	56.54	55.18
Rbfox1	0.16	0.13	0.15	0.12	0.32	0.52	0.25	0.15
Rbfox2	67.33	62.97	70.57	68.54	71.24	64.34	62.62	70.48
Rbfox3	0	0.04	0.26	0.3	0.04	0.03	0.29	0.13
Rbks	2.26	3.08	3.55	3.76	1.97	3.07	5.82	3.28
Rbl1	17.58	14.91	12.8	12.77	18.59	17.69	13.54	14.93
Rbl2	18.92	17.51	26.2	25.22	19.42	18.6	24.25	26.92
Rbm10	28.47	31.49	45.08	43.98	30.52	32.91	41.8	44.87
Rbm11	0.2	0.08	0.23	0.09	0.31	0.14	0.15	0.23
Rbm12	28.62	22.08	23.77	21.91	27.71	25.84	23.3	22.88
Rbm12b1	10.14	8.79	9.69	11.68	8.92	7.8	9.67	11.85
Rbm12b2	11.71	10.97	13.96	11.01	10.64	9.78	13.06	12.32
Rbm14	29.52	29.58	29.16	29.74	37.06	33.91	29.64	31.81
Rbm15	11.08	9.86	15.41	13.5	11.43	11.05	11.2	15.22
Rbm15b	35.42	31.84	57.25	52.55	31.29	31.66	44.46	52.06
Rbm17	143.57	152.59	145.8	150.57	150.91	154.47	146.61	139.97
Rbm18	38.13	36	31.22	29.07	40.51	37.05	30.21	32.88
Rbm19	22.42	20.08	14.22	14.11	22.08	20.66	11.95	12.86
Rbm20	0.41	0.35	0.13	0.16	0.74	0.43	0.48	0.39
Rbm22	43.95	46.29	44.98	45.25	48.66	48.34	44.48	43.64
Rbm24	0.55	0.28	0.31	0.49	2.9	2.09	1.72	2.24
Rbm25	81.17	95.86	76.36	79.79	80.86	81.96	78.96	79.64
Rbm26	25.93	23.25	28.09	27.08	28.1	24	23.93	28.45
Rbm27	14.27	13.84	18.32	15.85	18.85	17.82	16.13	17
Rbm28	40.35	37.11	36.92	37.46	42.47	38.94	35.99	38.82
Rbm3	678.86	694.45	403.18	414.05	701.21	719.81	433.66	439.61
Rbm31y	0	0	0	0	0	0	0	0
Rbm33	13.49	12.1	19.21	17.46	14.8	13.01	16.12	17.62
Rbm34	17.3	17.61	17.54	18.22	20.1	18.35	17.61	17.67
Rbm38	2.84	4.33	4.46	4	4.62	5.37	5.26	5.64
Rbm39	186.14	203.68	234.71	232.35	203.02	197.31	226.08	242.42
Rbm3os	1.54	1.28	1.42	0.94	1.23	1.28	1.31	1.41
Rbm4	22.59	23.17	13.87	9.12	23.3	20.51	16.07	15.77
Rbm41	5.38	5.27	7.56	6.61	5.94	6.44	6.6	7.09
Rbm42	122.5	125.41	83.4	86.39	94.53	99.24	87.56	85.31
Rbm43	14.07	14.14	9.95	9.57	14.48	12.78	9.93	11.24
Rbm44	0.17	0.23	0.16	0.19	0.34	0.26	0.27	0.41
Rbm45	42.21	44.79	56.93	53.82	52.37	46.36	50.96	51.81
Rbm46	1.07	0.68	0.55	0.58	1.03	0.8	0.6	0.92
Rbm46os	0	0	0	0.04	0	0	0	0
Rbm47	1.85	1.77	1.25	1.38	2.66	2.11	1.98	2
Rbm48	5.59	5.21	8.08	8.29	6.87	5.43	8.21	7.2
Rbm4b	12.82	11.96	19.2	19.48	11.91	10.89	14.9	15.13
Rbm5	65.65	64.66	78.84	72.05	68.07	65.39	69.77	73.07
Rbm6	40.8	43.35	43.21	42.63	45.57	40.05	40.22	43.44
Rbm7	64.34	62.28	79.98	81.4	79.64	76.69	71.74	78.61
Rbm8a	66.84	65.02	45.02	46.08	57.4	57.18	53.42	48.91
Rbms1	114.29	123.12	120.55	119.6	148.02	137.63	119.89	132.71
Rbms2	58.12	63.39	63.49	58.94	76.99	74.3	58.88	66.72
Rbms3	32.18	31.13	31.4	30.94	42.4	35.81	30.11	34.66
Rbmx	42.27	41.1	32.99	30.17	41.52	41.96	29.7	29.59
Rbmx2	9.65	11.36	8.73	8.64	13.12	11.89	8.55	9.98
Rbmxl1	90	84.04	90.06	83.62	101.56	98.81	87.98	80.9
Rbmxl2	0	0.08	0	0	0	0	0	0
Rbmy	0	0.01	0	0	0.07	0.22	0	0
Rbp1	17.11	19.22	5.33	5.93	17.3	19.56	7.84	7.42
Rbp2	0	0	0	0	0	0	0	0
Rbp3	0	0	0	0	0	0.02	0	0
Rbp4	17.73	17.73	12.94	12.28	22.6	23.39	12.82	13.58
Rbp7	1.24	1.25	19.68	21.33	0.9	1.17	29.98	27.2
Rbpj	54.22	48.51	54.88	49.72	64.99	60.79	49.89	54.43
Rbpjl	0	0.05	0	0	0.05	0	0.13	0
Rbpms	94.26	103.14	104.58	101.7	91.25	85.39	87.04	99.17
Rbpms2	5.99	7.25	2.37	1.65	7.59	7.7	2.72	3.95
Rbsn	23.84	18.83	25.41	22.75	26.04	24.44	23.13	24.45
Rbx1	101.96	109.06	78.36	82.12	94.09	98.28	86.42	76.49
Rc3h1	12.42	10.28	17.11	14.27	14.44	12.49	13.97	15.83
Rc3h2	15.92	13.56	15.96	15.64	18.76	15.99	14.93	17.05
Rcan1	25.01	24.63	26.62	26.65	29.41	26.97	24.96	30.15
Rcan2	14.54	14.83	1.68	1.79	13.56	12.27	1.71	2.12
Rcan3	13.12	10.55	6.47	5.71	13.2	12.08	6.03	6.66
Rcbtb1	37.92	32.64	22.73	21.79	34.5	32.82	22.9	24.54
Rcbtb2	31.07	29.75	26.18	27.9	29.86	27.47	24.34	25.67
Rcc1	56.34	50.52	37.37	37.4	60.72	57.24	40.02	39.42
Rcc2	198.36	176.42	101.55	100.87	194.35	190.25	96.37	100.83
Rccd1	5.97	6.79	4.2	4.84	5.43	4.03	4.57	5.5
Rce1	34.89	30.79	25.19	24.94	30.48	34.17	26.38	25.16
Rchy1	45.08	45.14	47.85	46.99	40.19	41.62	49.68	50.96
Rcl1	51.89	40.97	115.66	118.73	51.62	52.89	110.42	119.58
Rcn1	325.05	310.33	230.35	234.87	321.09	314.7	236.72	230.6
Rcn2	178.03	175.15	132.59	133.37	156.36	154.87	135.48	141.27
Rcn3	1124.18	1198.13	580.95	586.67	952.29	1001.39	626.36	601.38
Rcor1	25.9	21.23	31.33	25.35	34.01	27.64	29.04	26.48
Rcor2	4.43	5.42	2.11	2.52	7.79	6.84	3.01	3.09
Rcor3	13.26	13.53	17.82	15.64	17.02	15.39	16.8	17.07
Rcsd1	1.07	1.59	2.32	2.76	1.85	2.02	2.94	3.54
Rcvrn	0	0.22	0.12	0	0.12	0	0	0.24
Rd3	0.03	0.06	0.03	0.1	0.03	0.03	0.08	0.07
Rd3l	0	0	0	0	0	0	0	0
Rdh1	0.11	0.17	0.26	0.34	0.03	0.1	0.29	0.41
Rdh10	12.95	10	16.86	17.61	14.4	12.17	18.97	15.81
Rdh11	40.28	36.9	77.86	77.81	40.61	39.13	74.07	72.47
Rdh12	1.27	1.42	1.5	2.09	1.98	1.6	2.51	3.15
Rdh13	16.58	13.61	13.52	13.62	15.38	16.22	12.86	13.12
Rdh14	20.19	17.66	33.85	34.54	16.84	19.77	33.3	32.49
Rdh16	0.04	0	0.09	0	0.08	0.04	0	0
Rdh18-ps	0.03	0.03	0.1	0.1	0	0.03	0.13	0
Rdh19	0	0	0.07	0.07	0	0	0	0
Rdh5	1.45	2.56	1.93	2.21	2.86	3.49	1.87	2.63
Rdh7	0	0	0	0	0	0	0	0
Rdh8	0	0	0	0	0	0.09	0	0
Rdh9	0.36	0.41	2.91	2.86	0.26	0.09	2.12	1.87
Rdm1	0.94	1.16	0.82	0.82	0.69	1.55	0.49	0.35
Rdx	153.62	139.76	134.5	128.99	146.18	140.09	124.75	131.43
Rec114	0.66	1.47	0.3	0.29	1.16	0.9	0.75	0.74
Rec8	0	0	0	0	0.06	0	0	0
Reck	23.76	18.73	34.55	33.36	19.51	19.81	29.38	30.6
Recql	24.1	20.53	29.81	27.9	21.64	20.66	27.95	30.31
Recql4	5.25	5.01	5.94	4.99	6.85	6.61	6.28	5.96
Recql5	6.56	7.09	13.69	13.47	6.29	6.54	10.95	13.85
Redrum	0	0.1	0	0.11	0	0.11	0	0
Reep1	1.38	1.51	1.39	1.5	2.14	2.06	2.91	2.93
Reep2	2.67	2.05	1.57	1.74	2.97	2.7	0.87	2.14
Reep3	32.36	28.98	45.84	43.61	40.27	35.79	39.6	47.61
Reep4	46.67	46.69	29.95	28.68	55.12	51.65	34.71	33.64
Reep5	131	128.98	94.59	93.62	108.99	111.85	97.94	97.73
Reep6	1.56	2.39	3.56	4.48	2.33	2.94	3.08	2.96
Reg1	0	0	0	0	0	0	0	0
Reg2	0	0	0	0	0	0	0	0
Reg3a	0	0	0	0	0	0	0	0
Reg3b	0	0	0	0	0	0	0	0
Reg3d	0	0	0	0	0	0	0	0
Reg3g	0	0	0	0	0	0.17	0	0
Reg4	0	0.11	0	0	0	0	0	0
Rel	3.12	3.41	3.69	3.37	4.25	3.88	3.08	3.2
Rela	62.27	63.38	43.31	42.89	66.9	65.34	42.31	45.3
Relb	20.2	23.81	20.56	20.8	23.7	28.35	20.11	19.67
Rell1	20.47	19.46	15.55	13.44	24.08	26.38	16.61	18.17
Rell2	0.52	0.18	0.3	0.83	0.52	0.5	0.7	0.55
Reln	0.15	0.17	0.37	0.24	0.18	0.3	0.37	0.33
Relt	13.81	10.66	9.79	9.69	13.19	11.14	9.75	9.39
Rem1	3.44	3.9	1.89	1.48	4.52	3.42	2.3	1.88
Rem2	0	0	0	0.07	0.06	0.2	0.17	0
Ren1	0.08	0.08	0.8	1.15	0.35	0.45	0.07	0.44
Ren2	0	0	0	0	0	0	0	0
Renbp	81.46	90.82	28.19	31.27	74.23	75.32	35.9	39.52
Rep15	2.01	2.15	0.53	0.79	2.06	1.74	1	0.92
Repin1	12.97	13.86	14.78	14.89	15.13	13.9	14.14	15.77
Reps1	23.69	20.55	22.68	23.42	27.52	25.56	21	22.95
Reps2	1.21	1.01	4.1	4.04	1.23	1.1	3.31	3.57
Rer1	179.13	192.39	162.42	164.13	182.52	191.94	181.03	175.72
Rere	49.92	50.91	62.92	57.25	54.47	47.47	53.52	58.32
Rerg	9.4	7.42	1.75	1.42	3.06	3.18	1.23	1.74
Rergl	0	0	0	0	0	0	0	0
Resp18	0	0	0	0	0.18	0	0	0.19
Rest	18.69	14.62	19.76	17.2	21.04	19.32	15.64	17.61
Ret	2.7	1.92	0.83	0.97	2.93	2.8	1.28	1.2
Retn	1.27	3.2	5.45	5.68	1.85	0.48	6.19	5.7
Retnla	0.41	0.21	0	0	0.45	0	0.77	0
Retnlb	0	0	0	0	0	0	0	0
Retnlg	0	0	0	0	0.22	0	0.38	0
Retsat	24.14	22.44	76.06	75	25.78	28.63	62.11	69.74
Rev1	10.31	9.52	11.33	10.11	11.88	12.2	9.66	10.92
Rev3l	13.89	11.86	55.7	49.21	13.8	11.66	39.3	46.47
Rex2	0.09	0.18	0	0	0.08	0	0	0.07
Rexo1	15.74	14.71	18.28	17	18.38	17.34	15.81	18.6
Rexo2	284.04	298.75	177.9	179.61	269.16	280.3	178.29	178.06
Rexo4	32.09	34.84	31.91	31.22	34.55	32.72	33.3	31.12
Rfc1	29.91	29.91	31.25	29.87	36.25	32.24	29.08	31.16
Rfc2	48.61	53.55	48.03	51.27	54.84	56.84	51.11	53.95
Rfc3	18.44	22.59	13.08	13.06	32.03	28.82	14.54	13.97
Rfc4	24	25.76	21.84	21.19	28.56	26.18	22.98	24.27
Rfc5	30.46	30.08	30.39	30.81	36.85	34.56	33.09	30.47
Rfesd	5.95	7.36	9.91	10.75	5.21	5.48	10.65	12.81
Rffl	6.75	5.12	4.6	5.32	6.83	7.26	5.06	5.48
Rfk	25.81	25.23	30	28.76	28.31	26.7	29.1	30.11
Rfng	19.32	18.81	24.39	26.07	19.71	19.66	25.63	24.51
Rfpl4	0	0	0	0	0	0	0.07	0.09
Rfpl4b	0	0.22	0	0	0	0	0	0
Rft1	22.5	19.78	26.4	29.93	21.8	20.12	24.59	26.44
Rftn1	41.43	38.71	9.14	9.53	48.17	44.59	11.83	12.7
Rftn2	14.39	13.83	9.09	9.2	14.7	13.29	9.85	10.75
Rfwd2	48.94	39.63	50.09	50.89	47.21	46.17	46.31	49.75
Rfwd3	34.63	30.49	41.17	37.63	36.35	33.36	38.89	39.42
Rfx1	10.08	10.7	9.81	9.37	10.8	10.64	9.84	9.89
Rfx2	0.8	1.32	3.23	2.46	1.54	1.44	2.64	2.43
Rfx3	0.85	1.17	1.59	1.56	1.17	0.96	1.37	1.7
Rfx4	0	0.03	0	0	0	0	0	0.04
Rfx5	8.32	7.97	11.79	10.72	8.85	8.31	10.63	12.79
Rfx6	0	0	0	0	0	0	0	0
Rfx7	10.21	8.99	12.68	12	11.6	10.52	10.59	12.44
Rfx8	0.06	0.17	0.13	0.06	0.18	0.19	0.16	0.12
Rfxank	5.81	6.44	7.49	7.63	5.36	4.54	7.07	7.51
Rfxap	12.03	12.81	13.9	15.02	13.41	13.35	15.84	16.19
Rgag1	0.03	0.03	0.03	0.09	0.06	0.03	0.12	0.21
Rgag4	2.72	2.9	1.73	1.57	2.31	1.77	1.75	2.37
Rgcc	34.88	38.04	123.71	138.39	39.19	36.97	159.92	152.12
Rgl1	70.48	67.34	46.38	44.49	71.45	68.24	42.74	44.79
Rgl2	19.36	19.35	21.76	22.84	19.09	20.18	21.47	24.13
Rgl3	5.63	6.12	7.1	7.13	6.81	5.56	6.78	6.78
Rgma	14.49	18.21	13.43	13.68	14.87	15.22	11.19	12.49
Rgmb	16.9	15.32	17.78	18.07	14.23	13.8	17.56	19.3
Rgn	0	0	0	0	0	0	0.07	0.08
Rgp1	19.52	20.61	26.09	23.78	21.75	19.06	24.01	24.97
Rgr	0	0	0	0	0	0	0	0
Rgs1	1.54	0.78	1.05	0.85	2.7	2.52	4.56	2.86
Rgs10	48.64	47.33	32.32	33.04	34.52	36.95	32.76	33.52
Rgs11	0.22	0.78	0.12	0.49	0.42	0.5	0.52	0.25
Rgs12	18.54	17.8	11.16	9.62	17.66	19.19	11.57	12.59
Rgs13	0	0	0	0	0	0	0	0
Rgs14	0.66	0.81	0.26	0.26	0.46	0.43	0.26	0.32
Rgs16	50.6	50.25	37.43	36.75	65.89	64.9	36.68	33.4
Rgs17	1.11	1.01	1.68	1.66	1.06	0.86	1.29	1.29
Rgs18	0.6	0.12	0.07	0.2	0.59	0.75	0.17	0.2
Rgs19	36.04	38.43	30.38	29.28	53.56	45.47	27.88	30.62
Rgs2	1.86	1.4	48.07	50.04	1.08	1.24	40.73	42.8
Rgs20	0.57	0.27	0.44	0.36	0.5	1.1	0.25	0.84
Rgs21	0	0	0	0	0	0	0	0
Rgs22	0	0	0	0	0	0.09	0.05	0
Rgs3	23.72	26.33	9.21	9.31	26.26	25.69	8.61	8.88
Rgs4	6.55	6.27	6.3	5.45	6.37	6.75	4.98	5.89
Rgs5	3.53	3.68	2.64	3.09	8.03	6.46	3.94	4.21
Rgs6	0.42	0.29	0.11	0.1	0.23	0.38	0.18	0.19
Rgs7	0.05	0.09	0.15	0.1	0.05	0	0.04	0.05
Rgs7bp	0.63	0.64	0.21	0.29	0.67	0.63	0.24	0.19
Rgs8	0.13	0.02	0.08	0.08	0.14	0.21	0.09	0.02
Rgs9	0.13	0.13	0.06	0.05	0.21	0.15	0.04	0.03
Rgs9bp	0.1	0.07	0.43	0.4	0.11	0.11	0.19	0.29
Rgsl1	0	0	0.2	0.07	0.07	0	0.2	0.17
Rhag	0.1	0.1	0.11	0.05	0.05	0.05	0	0.16
Rhbdd1	22.52	20.58	30.24	28.35	35.08	31.36	25.37	29.47
Rhbdd2	8.07	7.43	12.14	11.55	8.95	8.89	11.41	12.08
Rhbdd3	17.3	14.7	7.8	8.32	10.76	10.54	8.54	8.34
Rhbdf1	50.6	47.55	30.05	27.25	57.19	53	28.56	31.58
Rhbdf2	6.22	5.52	2.87	2.2	7.94	7.84	4.65	4.7
Rhbdl1	1.46	2.14	1.15	1.54	1.2	1.16	1.64	1.55
Rhbdl2	0.09	0.19	0	0	1.23	0.96	0	0.1
Rhbdl3	4.91	3.9	21.48	17.24	4.47	3.69	15.33	16.58
Rhbg	0	0	0	0.06	0	0	0	0
Rhcg	0	0.05	0.06	0	0.12	0.06	0	0.06
Rhd	0.75	0.6	0	0	0.24	0.93	0	0.08
Rheb	221.55	192.21	117.49	130.26	203.75	203.4	122.43	128.39
Rhebl1	6.13	5.61	3.17	3.66	6.38	5.77	3.62	3.68
Rhno1	27.11	27.31	34.6	34.69	26.16	28.4	34.04	35
Rho	0.07	0.1	0.34	0.19	0.11	0.08	0.03	0.11
Rhoa	727.31	666.12	339.53	350.44	682.23	664.63	357.52	365.87
Rhob	287.77	276.76	355.42	361.46	264.13	273.46	344.81	354.6
Rhobtb1	3.8	3.94	5.76	5.3	4.58	3.91	3.92	5.33
Rhobtb2	7.6	6.76	9.83	9.25	8.63	7.48	8.3	10.13
Rhobtb3	55.06	49.46	30.08	29.93	49.28	46.35	29.77	30.78
Rhoc	512.2	515.19	190.92	193.14	442.71	468.92	209.47	194.59
Rhod	28.62	29.39	21.81	22.73	20.76	23.22	17.74	20.86
Rhof	2.02	1.1	1.51	0.92	1.42	1.29	1.6	1.16
Rhog	55.74	69.26	71.23	72.63	92.63	91.38	78.41	75.34
Rhoh	0.18	0.18	0.02	0.02	0.19	0.32	0.02	0
Rhoj	87.12	81.65	183.12	179.81	102.97	102.74	177.66	185.18
Rhoq	124.09	116.5	80.55	85.13	148.42	132.88	79.74	91.11
Rhot1	25.85	23.22	34.73	32.76	27.37	28.26	29.4	30.23
Rhot2	13.9	13.5	15.85	16.05	17.01	13.48	16	18.06
Rhou	59.57	57.65	137.46	137.16	43.07	43.26	114.46	115.12
Rhov	0.75	0.75	0	0	0.81	0.77	0.13	0
Rhox1	0	0	0	0	0	0	0	0
Rhox10	0	0	0	0	0	0	0	0
Rhox11	0	0	0	0	0	0	0	0
Rhox12	0	0	0	0	0	0.14	0	0
Rhox13	0	0	0.1	0	0	0	0.17	0
Rhox2a	0	0	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0	0	0
Rhox2c	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0	0	0
Rhox2f	0	0	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0
Rhox3c	0	0	0	0	0	0	0	0
Rhox3e	0	0	0	0	0	0	0	0
Rhox3f	0	0	0	0	0	0	0	0
Rhox3g	0	0	0	0	0	0	0	0
Rhox3h	0	0	0	0	0	0	0	0
Rhox4a	0	0	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0
Rhox4c	0	0	0	0	0	0	0	0
Rhox4d	0	0	0	0	0	0	0	0
Rhox4e	0	0	0	0	0	0	0	0
Rhox4f	0	0	0	0	0	0	0	0
Rhox4g	0	0	0	0	0	0	0	0
Rhox5	0	0	0	0	0.65	0.5	0	0
Rhox6	0	0	0	0	0	0	0	0
Rhox7a	0	0	0	0	0	0	0	0
Rhox8	0	0	0	0	0	0	0	0
Rhox9	0	0	0	0	0	0	0	0
Rhpn1	0.05	0.2	0.28	0.55	0.16	0.06	0.33	0.17
Rhpn2	0.77	0.29	0.43	0.25	0.56	0.4	0.21	0.46
Rian	74.95	74.96	39.53	38.16	70.68	65.42	35.74	36.83
Ribc1	0.97	0.76	0.67	0.67	0.74	1.19	0.91	1.84
Ribc2	0.07	0.27	0.15	0.08	0	0.08	0.13	0.08
Ric1	16.6	14.62	26.55	24.52	19.04	15.36	23.5	24.88
Ric3	2.83	2.44	3.27	3.34	2.8	1.75	2.87	3.34
Ric8	53.27	57.5	34.62	34.9	48.54	50.97	37.81	34.55
Ric8b	6.92	5.33	9.09	8.64	8.89	9.58	8.43	8.98
Rictor	9.33	8.35	11.68	10.28	11.45	10.02	9.36	10.69
Rif1	9.03	7.8	9.76	8.3	10.91	9.33	7.93	8.97
Riiad1	0.58	0.2	0.22	0.43	0.63	0.66	0.36	0.65
Rilp	2.66	4.29	1.45	1.35	3.56	3.36	1.71	1.19
Rilpl1	31.97	34.26	31.33	30.86	30.05	32.58	30.14	28.21
Rilpl2	27.15	32.15	132.89	131.89	24.49	23.41	119.28	112.99
Rimbp2	0	0	0	0	0	0	0	0
Rimbp3	0.06	0.02	0.02	0.02	0.02	0.04	0.02	0
Rimkla	0	0	0	0.06	0	0	0	0
Rimklb	0.35	0.19	0.09	0.03	0.27	0.19	0	0
Rims1	0.06	0.12	0	0	0.06	0.14	0	0.07
Rims2	0.06	0.03	0.43	0.36	0.05	0.03	0.49	0.36
Rims3	0.36	0.12	0.27	0.13	0.13	0	0.11	0.13
Rims4	0.42	0.29	0	0.16	0	0	0	0.32
Rin1	12.4	12.36	2.17	2.24	13.65	14.93	3.14	2.83
Rin2	47.91	47.59	50.3	47.34	44.52	40.97	44.4	47.99
Rin3	5.58	6.51	3.21	2.79	7.66	8.93	4.24	5.18
Ring1	21.41	21.77	21.25	20.8	17.39	18.08	21.8	19.69
Rinl	1.26	1.66	1.2	1.36	1.46	1.44	1.26	1.67
Rint1	17.59	19.11	25.01	24.81	19.05	17.82	24.57	27.04
Riok1	26.09	27.22	28.54	26.25	31.58	29.23	25.38	29.81
Riok2	25.43	24.38	23.79	22.44	29.52	27.88	22.08	23.14
Riok3	68.87	65.06	55.81	53.81	66.09	63.51	59.45	62.75
Ripk1	31.07	31.26	36.68	34.14	37.65	36.11	33.06	36.95
Ripk2	23.09	19.74	17.4	17.55	22.76	25.33	19.1	18.17
Ripk3	83.69	75.43	55.97	51.81	111.06	110.26	59.96	62.01
Ripk4	0.03	0.06	0	0	0.37	0.39	0.46	0.72
Ripply1	0.18	0	1.19	1.18	0.77	0.81	1.16	1.98
Ripply2	0	0	0	0	0	0	0	0
Ripply3	1.18	1.19	0.25	0.33	0.81	0.75	0.48	0.74
Rit1	37.62	37.29	33.17	36.04	33.12	35	35.63	34.47
Rit2	0	0	0	0	0	0	0	0
Rita1	9.82	9.85	12.98	12.54	8.92	8.79	13.05	13.96
Rlbp1	0	0.05	0	0	0	0.06	0	0
Rlf	19.04	17.13	18.92	17.48	24.21	21.62	18.14	19.75
Rlim	43.81	36.66	40.31	37.67	48.86	43.22	35.22	38.73
Rln1	0	0	0.19	0	0	0	0	0.19
Rln3	0	0.27	0.3	0	0	0.3	0.5	0.9
Rltpr	0.13	0.4	0.54	0.25	0.19	0.3	0.37	0.49
Rmdn1	6.14	5.59	7.42	6.75	3.9	4.94	6.31	6.92
Rmdn2	13.6	12.28	13.52	11.94	13.08	12.9	12.63	13.32
Rmdn3	27.5	23.72	27.8	28.35	22.64	24.54	29.22	27.84
Rmi1	15.96	15.03	14.53	14.95	15.04	14.3	14.99	14.61
Rmi2	2.11	1.39	0.69	0.88	1.47	1.93	0.85	0.78
Rmnd1	9.56	12.87	14.98	19.58	18.03	12.06	19.58	13.05
Rmnd5a	30.96	26.33	54.97	53.12	28.21	24.95	47.8	53.97
Rmnd5b	24.71	21.75	24.18	24.26	27.16	25.5	23.74	24.39
Rmrp	0.53	0.54	0.6	0.59	0	1.21	0.5	0
Rmst	0.04	0.04	0	0	0	0.05	0	0
Rn4.5s	6.45	13.02	6.03	4.78	7.04	8.54	6.04	8.4
