	day0_1	day0_2	day1_1	day1_2	day5_1	day5_2
Strip1	866	943	737	685	552	644
Strip2	5	2	13	16	45	58
Strn	732	649	618	566	876	951
Strn3	3492	3214	2186	2356	1603	1798
Strn4	1897	1724	1290	1159	934	1064
Stt3a	9131	7777	8912	8745	2709	3247
Stt3b	5940	4959	9338	9151	7799	9849
Stub1	2442.69	2573.85	1741.18	1789.95	1388.03	1588.69
Stx11	164	154	98	78	77	88
Stx12	1991	1628	1338	1306	1514	1881
Stx16	1062	1050	1679	1696	1231	1336
Stx17	617	515	747	672	775	880
Stx18	555.19	562.95	523.17	538.76	705.69	857.69
Stx19	1	0	0	2	3	1
Stx1a	112	135	99	112	30	27
Stx1b	16	16	6	7	36	33
Stx2	1501	1481	879	820	750	861
Stx3	263	278	253	251	266	313
Stx4a	1212	1464	745	781	979	1036
Stx5a	941	1063	1534	1498	765	859
Stx6	906	886	935	945	761	857
Stx7	1197	1204	920	910	812	1001
Stx8	474	481	277	307	383	389
Stxbp1	1061	1019	703	692	284	270
Stxbp2	108	94	192	187	1576	1581
Stxbp3	546	443	398.04	424	491	551.11
Stxbp3-ps	0	0	1.96	0	0	3.89
Stxbp4	348	328	641	581	189	205
Stxbp5	699	680	633	636	622	742
Stxbp5l	0	0	0	1	0	1
Stxbp6	24	17	72	71	18	17
Styk1	34	31	0	1	5	8
Styx	601.94	551.43	406.67	410.31	463.18	499.23
Styxl1	5	2	5	5	1	5
Sub1	1415	1457	1595	1632	1202	1470
Sucla2	1702	1547	1241	1249	7455	8498
Suclg1	1215	1125	980	1058	4634	5434
Suclg2	1035	986	817	807	1546	1816
Sucnr1	1	2	1	3	87	107
Suco	1371	1119	2072	1994	621	693
Suds3	1802	1735	1194	1331	1552	1730
Sufu	696	547	692	660	346	474
Sugct	2	4	5	4	5	6
Sugp1	600	642	516	519	379	413
Sugp2	494.3	471.62	453.97	445.38	295.38	286.46
Sugt1	1274	1345	917	953	1034	1213
Sulf1	3037	2806	3224	3086	759	837
Sulf2	1627	1572	5355	5079	2941	3887
Sult1a1	4	5	33	43	1802	2132
Sult1b1	0	0	0	0	0	1
Sult1c1	0	0	0	0	0	0
Sult1c2	0	0	0	0	0	0
Sult1d1	0	0	0	0	0	0
Sult1e1	0	0	0	1	0	0
Sult2a1	0	0	0	0	0	0
Sult2a2	0	0	0	0	0	0
Sult2a3	0	0	0	0	0	0
Sult2a4	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0
Sult2a7	1	0	0	0	0	0
Sult2a8	0	0	0	0	0	0
Sult2b1	3	1	0	2	23	34
Sult3a1	0	0	0	0	0	0
Sult4a1	11	14	11	6	26	21
Sult5a1	19	28	64	59	103	111
Sult6b1	7	5	0	0	1	1
Sumf1	1418	1387	1261	1297	757	939
Sumf2	591.91	578.84	651.91	682.91	367.71	436.85
Sumo1	2140	1981	1420	1546	1271	1641
Sumo2	3428.59	3243.51	2871.69	2927.12	1620.08	2115.99
Sumo3	2183	1997	1350	1348	1091	1240
Sun1	1351	1154	1231	1077	1067	1294
Sun2	2207	2050	1282	1376	2690	3093
Sun3	0	0	0	0	0	0
Sun5	0	0	0	0	0	0
Suox	218	171	287	272	371	376
Supt16	3568.77	3391.63	2349.87	2337.6	1456.08	1494.68
Supt20	820	653	503	451	321	356
Supt3	305	363	211	222	351	422
Supt4a	702.56	615.56	503.01	605.45	548.04	615.45
Supt5	3404	3438	3505	3392	2476	2382
Supt6	3816	3388	3529	3244	2978	3101
Supt7l	377	370	374	420	334	445
Supv3l1	416.28	399.02	386.45	387.46	725.33	820.27
Surf1	530	523.56	422.56	475.84	831.29	980.31
Surf2	253.14	279.98	276.73	256.46	243.73	278.03
Surf4	9771.86	9046.46	9901.71	9910.7	5555.98	6648.66
Surf6	703	657	565	608	412	415
Susd1	40	53	22	17	21	40
Susd2	594	558	186	157	351	415
Susd3	12	2	10	9	9	7
Susd4	6	16	8	7	2	2
Susd5	3	0	0	0	0	1
Susd6	2689	2134	4238	3934	1234	1391
Suv39h1	797	669	533	537	182	181
Suv39h2	144.32	92.05	94.58	98.94	21	45.52
Suv420h1	1065	922	924	948	955	1078
Suv420h2	307	364	442	435	1012	985
Suz12	1616	1199	1672	1610	1291	1443
Sv2a	36	37	22	18	3	1
Sv2b	6	1	0	2	2	0
Sv2c	1	1	4	3	0	0
Sva	0	0	0	0	0	0
Sval1	0	0	0	0	0	0
Sval2	0	0	0	0	0	0
Sval3	0	0	0	0	0	0
Svep1	23158	17281	22318	18988	10323	10810
Svil	2672	2425	1803	1679	1325	1638
Svip	8	5	5	4	7	11
Svop	4	5	3	3	0	1
Svopl	0	0	0	0	1	0
Svs1	0	0	0	0	0	0
Svs2	0	0	0	0	0	0
Svs3a	0	0	0	0	0	0
Svs3b	0	0	0	0	0	0
Svs4	0	0	0	0	0	0
Svs5	0	0	0	0	0	0
Svs6	0	0	0	0	0	0
Swap70	2665	2756	835	789	646	714
Swi5	1888	1954	1701	1707	1816	2255
Swsap1	143.08	110.01	139.88	136.69	154.99	157.9
Swt1	190	201	286	261	285	307
Syap1	1077	1053	1226	1263	2999	3528
Sybu	18	7	6	6	28	28
Syce1	4	7	3	1	4	3
Syce1l	0	1	2.08	1.01	0	1.03
Syce2	139	127	76	75	35	45
Syce3	0	0	0	0	0	0
Sycn	0	0	0	0	0	0
Sycp1	0	2	0	0	0	1
Sycp1-ps1	0	0	0	0	0	0
Sycp2	0	1	7	1	21	29
Sycp3	10.06	10.08	14.13	11	111.77	126.08
Syde1	2568	2339	1046	1005	721	808
Syde2	620	502	661	649	674	836
Syf2	941	1014	837	948	794	861
Syk	199	185	156	125	165	173
Sympk	2566	2570	2370	2287	1732	1954
Syn1	36	29	38	33	22	23
Syn2	6	8	12	7	447	641
Syn3	26	17	12	9	18.97	16
Syna	6	4	7	9	3	3
Synb	1	0	1	4	2	1
Sync	21.2	24.17	2.01	7.04	14.18	10.08
Syncrip	4859	4448	3961	4200	2761	3163
Syndig1	8	4	12	19	29	30
Syndig1l	0	0	1	0	0	0
Syne1	1016	754	200	195	498	556
Syne2	1305	987	735	579	1365	1462
Syne3	413	321	178	174	431	408
Syne4	1	4	3	4	3	3
Syngap1	269	292	393	371	166	208
Syngr1	28	16	9	4	48	48
Syngr2	737	932	777	761	787	916
Syngr3	4	2	5	3	5	1
Syngr4	1	1	2	4	0	2
Synj1	805	700	811	718	479	558
Synj2	809.27	739.26	215.62	217.53	349.13	372.29
Synj2bp	816.2	746.15	806.6	873.94	926.6	960.43
Synj2bp-cox16	268.97	263.5	264.72	310.29	273.68	381.25
Synm	82	73	81	59	35	43
Synpo	2071	2054	1053	1007	344	372
Synpo2	409	396	281	279	98	101
Synpo2l	38	39	20	14	6	18
Synpr	6	5	1	2	0	0
Synrg	328	356	356	330	539	703
Syp	14	11	19	15	21	32
Sypl	2317	1968	2178	2135	2705	3560
Sypl2	1	2	1	1	3	3
Sys1	591	562	500	484	645	770
Syt1	3	0	1	0	0	0
Syt10	0	0	0	0	0	0
Syt11	535.85	539.64	409.42	453.66	214.39	256.11
Syt12	35.32	51.89	76.48	92.48	226.17	253.14
Syt13	136	125	40	46	3	15
Syt14	3	3	1	0	1	2
Syt15	1	3	0	0	2	3
Syt16	2	1	0	0	0	0
Syt17	13	10	1	2	5	4
Syt2	0	0	0	0	0	0
Syt3	10	9	12	8	10	16
Syt4	7	6	62	40	0	0
Syt5	4	5	3	3	2	4
Syt6	11	13.01	4	7.9	1	0
Syt7	17	11	26	26	9	11
Syt8	3	2	1	0	0	1
Syt9	8	9	2	6	0	0
Sytl1	2	3	5	2	3	4
Sytl2	237	248	109	86	11	11
Sytl3	1	4	0	1	1	1
Sytl4	252	230	117	124	120	108
Sytl5	79	58	28	28	32	39
Syvn1	1042.56	988.58	2919.5	2817.48	705	949
Szrd1	2225	2081	1957	1846	1204	1410
Szt2	621	539	865	787	400	526
T	0	0	0	0	0	0
T2	3	2	5	6	1	0
Taar1	0	0	0	0	0	0
Taar2	0	0	0	0	0	0
Taar3	0	0	0	0	0	0
Taar4	0	0	0	0	0	0
Taar5	0	0	0	0	0	0
Taar6	0	0	0	0	0	0
Taar7a	0	0	0	0	0	0
Taar7b	0	0	0	0	0	0
Taar7d	0	0	0	0	0	0
Taar7e	0	0	0	0	0	0
Taar7f	0	0	0	0	0	0
Taar8a	0	0	0	0	0	0
Taar8b	0	0	0	0	0	0
Taar8c	0	0	0	0	0	0
Taar9	0	0	0	0	0	0
Tab1	333	368	228	192	301	355
Tab2	2558	2303	2297	2239	1654	1757
Tab3	304	246	303	230	325	438
Tac1	0	0	2	0	0	0
Tac2	0	0	0	0	0	0
Tac4	0	0	0	0	0	0
Tacc1	5200	4555	7232	6682	5358	5451
Tacc2	900	947	517	493	594	634
Tacc3	1588	1483	941	919	156	202
Taco1	205	196	227	217	673	744
Tacr1	1	0	1	0	0	0
Tacr2	0	1	0	1	0	1
Tacr3	0	0	0	1	0	0
Tacstd2	2	2	1	1	0	1
Tada1	458	459	441	465	275	358
Tada2a	408	380	384	378	216	266
Tada2b	364.19	372.7	503.9	461.98	671.08	815.95
Tada3	577	563	307	367	298	398
Taf1	1630	1315	1787	1619	1027	1170
Taf10	1248	1396	994	1036	568	670
Taf11	506	518	432	414	375	435
Taf12	460	483	531	478	288	344
Taf13	531	523	528	560	528	594
Taf15	2203	2238	2016	2057	1160	1232
Taf1a	217	189	186	165	96	115
Taf1b	359	358	272	249	195	222
Taf1c	273	283	279.86	261	118	146
Taf1d	664	849	853	905	704	872
Taf2	1019	803	1252	1196	786	962
Taf3	435	523	497	533	292	358
Taf4a	407	392	468	477	355	419
Taf4b	110	109	200	214	160	139
Taf5	205	167	211	208	117	132
Taf5l	580	527	610	630	365	415
Taf6	573	520	759	777	496	507
Taf6l	342.46	336.86	145.06	174.75	154.49	226.81
Taf7	104	102	130	118	110	156
Taf7l	3	0	2	0	0	0
Taf8	323	325	325	331	207	254
Taf9	1231.89	1173.49	1072.03	1119.72	740.24	897.31
Taf9b	172	185	131	167	111	124
Tagap	9.68	4.73	7.15	6.74	1.77	12.32
Tagap1	200.43	210.55	294.96	296.21	302.03	286.59
Tagln	22124.96	19745.87	1311.67	1314.64	1119.34	1114.12
Tagln2	5976	5810	2141	2211	1239	1442
Tagln3	6	6	10	2	3	1
Tal1	28	7	12	16	2	3
Tal2	3	1	2	3	0	1
Taldo1	1672	1895	1682	1719	8485	10256
Tamm41	240	237	154	177	133	132
Tanc1	966	812	1186	1073	683	814
Tanc2	648	569	545	471	214	270
Tango2	387	339	348	377	560	569
Tango6	394	316	258	233	188	226
Tank	680	631	993	1014	757	1039
Taok1	3040	2276	2802	2469	2906	3235
Taok2	1518	1512	1653	1683	1126	1250
Taok3	1047	1199	815	750	627	604
Tap1	913	834.01	668	658	567	643.01
Tap2	1925	1636.99	856	947	1073	1056.99
Tapbp	2586.89	2529.91	1503.89	1479.92	3855.82	4475.77
Tapbpl	267	222	125	125	277	379
Tapt1	706	566	936	890	1512	1762
Tarbp2	516	536	208	215	368	432
Tardbp	4827.9	4486	3249	3298.86	2170.84	2373
Tarm1	12	11	111	121	39	24
Tars	4446	4334	2467	2268	1410	1611
Tars2	608	577	458	448	634	670
Tarsl2	65	67	23	20	294	346
Tas1r1	2	4	10	8	2	1
Tas1r2	0	0	2	0	0	0
Tas1r3	5	16	16	12	4	11
Tas2r102	0	0	0	0	0	0
Tas2r103	0	1	0	0	0	0
Tas2r104	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0
Tas2r108	0	0	0	0	0	1
Tas2r109	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0
Tas2r119	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0
Tas2r126	0	0	0	0	0	0
Tas2r129	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0
Tas2r134	1	0	0	0	0	0
Tas2r135	0	1	0	0	0	0
Tas2r136	0	0	0	0	0	0
Tas2r137	0	0	1	0	0	0
Tas2r138	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0
Tasp1	261	229	375	392	188	192
Tat	0	0	0	4	0	0
Tatdn1	150	165	160	205	181	236
Tatdn2	1016	914	550	596	666	766
Tatdn3	66	64	42	39	117	131
Tax1bp1	3983	3654	4447	4372	5224	6000
Tax1bp3	1518	1529	998	884	1262	1709
Taz	362	373	523	452	569	611
Tbata	0	1	0	0	2	5
Tbc1d1	968	780	605	508	322	360
Tbc1d10a	586	541	279	321	190	218
Tbc1d10b	1722	1550	1139	1137	1279	1355
Tbc1d10c	10	8	2	2	5	8
Tbc1d12	357	286	332	299	276	290
Tbc1d13	1141	1114	953	930	1381	1568
Tbc1d14	740	738	787	787	534	631
Tbc1d15	1372	1154	1182	1213	1427	1750
Tbc1d16	442	332	486	441	186	246
Tbc1d17	1018	1070	649	674	633	766
Tbc1d19	370	349	295	306	265	318
Tbc1d2	80	88	42	47	88	80
Tbc1d20	1308	1090	1027	918	1729	2116
Tbc1d21	0	1	3	0	0	1
Tbc1d22a	538	534	319	313	464	597
Tbc1d22b	468.93	433.99	375	338.95	299	329
Tbc1d22bos	1.07	1.01	0	1.05	0	0
Tbc1d23	899	683	576	569	535	668
Tbc1d24	437	366	442	390	347	422
Tbc1d25	161	156	135	113	102	132
Tbc1d2b	4584	3970	8223	7536	1516	1940
Tbc1d30	8	7	6	5	6	8
Tbc1d31	584	595	416	469	369	353
Tbc1d32	241	240	299	259	365	390
Tbc1d4	178	147	484	481	1876	2108
Tbc1d5	758	766	927	908	519	620
Tbc1d7	226	199	168	162	220	233
Tbc1d8	28.11	26.06	65.1	58.11	50.08	64.08
Tbc1d8b	1220	1016	801	793	653	671
Tbc1d9	132	89	51	38	37	46
Tbc1d9b	2448	2378	2552	2315	2201	2650
Tbca	2175	1943	1213	1351	1058	1190
Tbcb	1214	1195	970	951	376	473
Tbcc	432	423	300	375	229	296
Tbccd1	280	327	538	525	280	277
Tbcd	1867.27	1710.65	1142.16	1146.57	770.97	907
Tbce	491.22	482.48	298.89	327.01	289.99	315.1
Tbcel	919	957	1065	1099	717	899
Tbck	487	444	575	502	471	510
Tbk1	821	757	765	733	976	1039
Tbkbp1	399	379	273	233	632	691
Tbl1x	1528	1376	2347	2038	1003	1087
Tbl1xr1	1276	1189	1847	1708	1338	1447
Tbl2	1233	1121	1355	1287	973	1201
Tbl3	1135	1090	726	774	585	575
Tbp	246	256	341	303	203	247
Tbpl1	904	864	639	599	403	418
Tbpl2	1	0	0	0	0	0
Tbr1	2	4	2	4	0	2
Tbrg1	2844	2843	2001	2043	1361	1606
Tbrg3	9	4	14	4	5	2
Tbrg4	972	961	634	643	1483	1629
Tbx1	66	69	46	43	69	63
Tbx10	0	0	0	0	0	0
Tbx15	2340	2249	2948	2881	1354	1503
Tbx18	709	645	683	689	382	411
Tbx19	0	0	0	0	0	0
Tbx2	39	50	95	102	29	36
Tbx20	1	1	0	1	0	0
Tbx21	0	0	0	0	0	0
Tbx22	0	0	0	0	0	0
Tbx3	340	386	655	572	386	415
Tbx3os2	1	0	0	0	0	1
Tbx4	9	8	9	6	8	3
Tbx5	85	90	350	317	43	52
Tbx6	6	12	8	9	15	18
Tbxa2r	405	439	23	22	47	78
Tbxas1	21	14	9	11	21	22
Tc2n	0	4	7	6	1	10
Tcaf1	1267	1080	1009	989	1302	1508
Tcaf2	665	540	257	232	211	218
Tcaf3	0	1	0	0	0	0
Tcaim	110	118	169	161	334	418
Tcam1	21	24	8	7	21	22
Tcap	1	0	4	4	5	5
Tcea1	4685	4146	3503	3663	2434	2879
Tcea2	49	49	63	65	26	39
Tcea3	185	220	35	40	60	76
Tceal1	110	116	83	84	38	60
Tceal3	51.54	52.75	17	4.44	6	7.34
Tceal5	8.46	9.25	0	1.56	0	1.55
Tceal6	0	0	0	0	0	1.11
Tceal7	0	1	0	0	0	1
Tceal8	2419	2621	1190	1151	1059	1198
Tceanc	95	70	162	157	101	118
Tceanc2	454	394	522	469	446	498
Tceb1	1373	1317	664	739	597	671
Tceb2	2035	2388	1360	1394	1338	1558
Tceb3	1292	1172	1886	1729	1490	1906
Tcerg1	1769	1723	1608	1512	1128	1157
Tcerg1l	1	0	0	0	0	0
Tcf12	2350	2137	2054	1851	1220	1532
Tcf15	3	4	1	0	2	0
Tcf19	512	460	663	619	135	197
Tcf20	1280	1192	1504	1328	944	1005
Tcf21	2	1	1	2	0	0
Tcf23	5	6	4	7	43	84
Tcf24	81	91	77	66	45	59
Tcf25	4795	4983	3774	3601	4075	4527
Tcf3	2258	2357	1278	1215	587	692
Tcf4	3262	3650	3493	3372	1377	1708
Tcf7	8	14	10	9	0	1
Tcf7l1	679	846	814	791	1006	1123
Tcf7l2	462	519	403	376	409	482
Tcfl5	296.92	322.5	115.85	173.82	23	28
Tchh	32	37	17	25	44	50
Tchhl1	0	0	0	0	1	0
Tchp	215	205	144	159	122	119
Tcirg1	1336	1434	1028	1080	511	655
Tcl1	0	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0
Tcl1b2	0	0	1	0	0	0
Tcl1b3	0	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0
Tcl1b5	0	0	0	0	0	0
Tcn2	1043	1088	1099	1020	3571	4731
Tcof1	2123	2191	892	825	336	348
Tcp1	8719.28	7961.41	5539.96	5807.93	4335.94	5002.13
Tcp10a	0	0	1.59	0	0	4.11
Tcp10b	4	5	14.41	23	23	12.43
Tcp10c	0	0	0	0	0	2.46
Tcp11	0	0	2	2	3	3
Tcp11l1	178	156	140	98	46	36
Tcp11l2	247	218	720	716	688	814
Tcp11x2	1	5	0	1	9	14
Tcstv1	0	0	0	0	0	0
Tcstv3	0	0	0	0	0	0
Tcta	413	382	423	454	583	662
Tcte1	0	0	1	0	0	0
Tcte2	8	2	2	0	2	1
Tcte3	1.89	2.26	0	2	1.18	0
Tctex1d1	0	0	0	0	0	0
Tctex1d2	108	124	78	89	34	50
Tctex1d4	1	7	0	1	4	3
Tctn1	232.86	234.86	196.51	220.98	187.95	192.13
Tctn2	157	177	299	326	120	145
Tctn3	155	130	180	178	101	140
Tdg	616.75	409.84	246.3	217.77	408.42	310.44
Tdgf1	0	0	0	1	0	0
Tdh	0	0	0	0	0	0
Tdo2	0	3	2	0	3	4
Tdp1	387	349	418	427	125	175
Tdp2	466	397	390	407	619	618
Tdpoz1	0	0	0	0	0	0
Tdpoz2	0	0	0	0	0	0
Tdpoz3	0	0	0	0	0	0
Tdpoz4	0	1	0	0	0	0
Tdpoz5	0	0	0	0	0	0
Tdrd1	10	6	1	1	0	2
Tdrd12	1	0	4	1	1	2
Tdrd3	602	564	685	682	470	486
Tdrd5	0	1	0	0	1	0
Tdrd6	0	3	1	0	2	0
Tdrd7	601	525	307	262	491	519
Tdrd9	2	1	0	0	0	0
Tdrkh	65	68	37	39	106	107
Tdrp	88	71	105	102	647	789
Tead1	5343	4702	3328	2968	3270	3177
Tead2	1131	1153	430	423	94	142
Tead3	738	684	521	483	274	310
Tead4	24	26	49	56	158	147
Tec	59	44	34	34	25	26
Tecpr1	570	530	480	452	893	965
Tecpr2	367	322	519	429	692	780
Tecr	993	1237	1745	1762	2489	3106
Tecrl	1	0	0	0	0	0
Tecta	0	0	4	5	0	2
Tectb	0	0	1	3	11	9
Teddm1a	1	0	0	0	0	1
Teddm1b	2	6	1	1	0	1
Teddm2	0	2	0	2	2	2
Teddm3	0	0	0	0	0	0
Tef	2023	1817	786	736	1677	1933
Tefm	126	112	119	165	247	332
Tek	713	606	142	151	215	260
Tekt1	0	1	0	1	0	2
Tekt2	25	37	16	24	28	26
Tekt3	0	0	0	0	0	0
Tekt4	0	0	0	0	0	0
Tekt5	0	0	1	1	0	1
Telo2	536	511	418	402	278	328
Ten1	239.23	234.42	119.77	82.88	61	92.05
Tenm1	1	0	0	0	0	0
Tenm2	4	3	2	1	0	0
Tenm3	247	185	288	273	26	53
Tenm4	281	235	1599	1270	1920	2197
Tep1	1429	1154	1089	979	1248	1260
Tepp	0	0	0	0	1	0
Terc	0	0	0	1	0	2
Terf1	341	350	261	265	91	91
Terf2	533	603	526	526	413	451
Terf2ip	407	409	516	526	365	413
Tert	67	45	66	64	21	20
Tes	1373	1255	1084	1130	148	160
Tesc	1	1	0	3	14	7
Tescl	0	0	0	2	0	0
Tesk1	645.93	594.12	569	547.77	586.45	714.2
Tesk2	127.86	117.42	253.16	256.25	88.81	126.84
Tespa1	0	0	0	0	0	0
Tet1	65	49	34	28	21	16
Tet2	369	336	592	451	647	619
Tet3	1087	885	754	705	1409	1524
Tex10	864.79	836.12	655.79	678.21	330.93	417.89
Tex101	0	0	0	0	0	0
Tex11	8	9	10	9	4	7
Tex12	0	0	0	3	0	0
Tex13	1	0	0	0	0	0
Tex13a	0	0	0	0	0	0
Tex14	0	3	2	0	2	4
Tex15	45	34	32	26	8	4
Tex16	1	0	0	1	0	0
Tex19.1	0	0	0	0	0	2
Tex19.2	0	0	0	0	0	0
Tex2	530	496	834	819	1730	2103
Tex21	0	0	0	1	0	0
Tex22	0	2	0	0	0	1
Tex24	0	0	0	0	1	0
Tex26	8	2	9	7	3	3
Tex261	1295	1204	1010	1041	816	863
Tex264	1545	1524	1339	1335	1537	1882
Tex28	0	0	0	0	0	0
Tex29	0	0	0	0	0	0
Tex30	183	173	171	187	86	104
Tex33	0	0	0	0	0	0
Tex35	0	0	0	0	0	0
Tex36	0	0	0	0	0	0
Tex37	0	0	0	0	0	0
Tex38	1	0	0	0	0	1
Tex40	4	10	0	4	2	5
Tex43	0	0	0	0	0	0
Tex9	70.38	89.83	122.71	108.06	33	43
Tfam	852	750	675	721	720	844
Tfap2a	4	6	1	3	0	4
Tfap2b	2	1	2	1	0	0
Tfap2c	0	1	2	1	0	3
Tfap2d	0	0	0	0	0	0
Tfap2e	0	0	1	1	1	1
Tfap4	78	83	114	131	77	108
Tfb1m	73.7	71.16	119.52	133.88	100.89	122.76
Tfb2m	533	481	694	673	992	1138
Tfcp2	302	325	355	329	165	224
Tfcp2l1	3	2	3	2	7	2
Tfdp1	2748	2516	2830	2849	1233	1512
Tfdp2	586	537	632	614	503	618
Tfe3	1139	1115	1134	1049	682	783
Tfeb	165	175	101	98	258	267
Tfec	42	28	9	16	19	19
Tff1	0	0	0	0	0	0
Tff2	0	0	0	0	0	0
Tff3	0	0	0	0	0	0
Tfg	1678	1705	1664	1595	1587	1822
Tfip11	857.53	842.3	840.81	762.47	654.08	778.41
Tfpi	1430	1304	2197	2165	1463	1495
Tfpi2	381	388	287	317	257	323
Tfpt	411	399	227	258	240	297
Tfr2	23	26	4	11	21	15
Tfrc	1212	1009	764	812	2188	3430
Tg	46	40	18	12	2	1
Tgds	489	428	423	417	342	391
Tgfa	104	89	96	69	22	36
Tgfb1	1414	1454	995	933	696	786
Tgfb1i1	2452	2704	400	382	314	392
Tgfb2	621	570	362	336	377	400
Tgfb3	2828	2722	484	505	550	600
Tgfbi	503	514	330	332	167	288
Tgfbr1	2832	2440	4609	4545	1022	1192
Tgfbr2	4358	3891	9632	8976	5447	7195
Tgfbr3	8778	7243	20063	18470	6728	8127
Tgfbr3l	12	11	12	12	26	18
Tgfbrap1	716	574	732	691	587	691
Tgif1	697	720	440	408	243	304
Tgif2	286.01	248.44	185.44	191.6	66.68	82.38
Tgif2lx1	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0
Tgm1	48	33	9	9	9	16
Tgm2	920	798	349	294	6378	7307
Tgm3	0	0	0	0	1	0
Tgm4	167	180	159	158	142	147
Tgm5	0	0	0	1	0	1
Tgm6	0	0	0	0	0	0
Tgm7	0	0	0	1	0	0
Tgoln1	3893.52	3424.8	4712	5040.4	8268.11	9303.23
Tgoln2	673.48	513.2	761	364.6	1049.89	1085.77
Tgs1	650	602	856	865	435	456
Tgtp1	12.49	0	0	0	0	0
Tgtp2	144.51	113	16	11	13	27
Th	0	0	0	0	0	0
Tha1	53	68	57	63	168	179
Thada	517	436	755	677	299	329
Thap1	227	211	165	157	139	170
Thap11	658	566	595	584	496	584
Thap2	221	185	259	291	224	259
Thap3	167	229	214	188	140	169
Thap4	590	584	399	382	486	500
Thap6	159.36	150.09	239.16	238.69	150.53	178.94
Thap7	285	361	290	327	217	238
Thbd	699	610	592	648	158	167
Thbs1	131985	102485	12254	11032	8266	8157
Thbs2	154083	135757	75403	71159	26381	33650
Thbs3	1248	1291	878	778	292	325
Thbs4	26	23	18	14	46	29
Theg	0	0	0	0	0	0
Thegl	0	0	0	0	0	0
Them4	137	160	173	154	195	206
Them5	0	0	0	0	0	0
Them6	158	148	292	295	130	209
Them7	0	0	4	1	1	0
Themis	2	0	5	1	2	2
Themis2	26	13	11	11	31	46
Themis3	0	0	0	0	0	1
Thg1l	359	376	257	259	196	175
Thnsl1	89	90	91	94	154	169
Thnsl2	179	169	129	136	120	148
Thoc1	986.34	1017.86	734.18	753.24	533.69	669.21
Thoc2	1823	1764	2400	2444	1929	2176
Thoc3	808	718	517	534	537	547
Thoc5	738	793	593	565	354	432
Thoc6	424.91	385.17	228.15	220.78	378.28	456.11
Thoc7	751	826	718	809	552	684
Thop1	938	892	1008	978	338	408
Thpo	3	12	7	7	28	22
Thra	1044	1041	904	845	694	797
Thrap3	3726	4018	3467	3322	3206	3632
Thrb	81	99	329	333	559	604
Thrsp	35	38	30	6	30599	37723
Thsd1	163	138	120	133	44	54
Thsd4	90	73	39	35	17	24
Thsd7a	800	560	3314	2965	1084	1107
Thsd7b	0	0	0	0	0	0
Thtpa	301.78	280.14	331.85	374.74	300.17	340.5
Thumpd1	1159	1144	765	781	676	767
Thumpd2	136	110	119	112	69	70
Thumpd3	595.14	551.14	519.87	479	565.21	604.8
Thy1	5157	5531	1510	1551	1143	1247
Thyn1	385.38	394.12	357.54	365.39	161.23	198.6
Tia1	711	675	917	965	537	659
Tial1	1249	1050	1067	1082	772	866
Tiam1	1345	1131	829	740	181	173
Tiam2	150.3	169.84	86.48	74.12	42.11	52.24
Ticam1	258	280	574	551	481	515
Ticam2	5	7	5	8	25	20
Ticrr	293	238	345	291	21	20
Tie1	333	244	228	213	101	133
Tifa	141	123	115	104	102	138
Tifab	7	1	5	3	10	13
Tigar	232	227	245	210	441	493
Tigd2	356	391	659	692	1133	1329
Tigd3	18	26	18	20	10	6
Tigd4	0	0	1	0	0	0
Tigd5	75	72	107	84	112	93
Tigit	4	2	3	4	0	0
Timd2	0	0	0	0	0	0
Timd4	0	0	0	0	3	3
Timeless	657	597	298	291	86	113
Timm10	239	255	187	184	511	567
Timm10b	439	548	369	391	569	735
Timm13	1288	1388	796	882	1650	1941
Timm17a	1020	1101	738	714	1856	2354
Timm17b	505	444	365	342	290	384
Timm21	306	295	403	417	477	564
Timm22	467	456	367	369	859.73	1075
Timm23	2183	2021	1889	1921	3659	4257
Timm44	678	730	678	684	2027	2341
Timm50	608	715	621	595	1071	1269
Timm8a1	658	605	431	476	936	1174
Timm8a2	1	0	0	1	0	0
Timm8b	371.6	423.45	442.66	433.46	850.29	1180.71
Timm9	184	233	239	260	567	724
Timmdc1	481	516	571	572	626	686
